r,time,v_theta_sim,v_theta_analytical_t0,v_theta_analytical_tfin
0.0077333333333333325,30.0,0.02227033400242554,0.01546377647862493,0.006186204202009305
0.03866666666666666,30.0,0.06410837936003844,0.07697313763084156,0.030875594331291792
0.054133333333333325,30.0,0.09486575282695528,0.10728123392613535,0.04314842006066083
0.0696,30.0,0.12684751392348387,0.13711389636699797,0.05534420337472609
0.08506666666666665,30.0,0.15183147036885158,0.16634336488088888,0.06744145753886514
0.10053333333333332,30.0,0.17028398000759526,0.19484776488965766,0.07941908533310482
0.11599999999999999,30.0,0.19582871665422744,0.2225122274027084,0.09125646063303075
0.13146666666666665,30.0,0.22053776344300305,0.2492299026962175,0.10293350707063813
0.1469333333333333,30.0,0.24394656318492744,0.2749028536919152,0.11443077330383672
0.1624,30.0,0.263379967516684,0.2994428176187504,0.12572950445199108
0.17786666666666665,30.0,0.28467276145260106,0.32277182720270803,0.13681170928710906
0.1933333333333333,30.0,0.3079497029152107,0.3448226854158362,0.14766022280572327
0.20879999999999999,30.0,0.32887148132755323,0.3655392906551092,0.15825876384479315
0.22426666666666664,30.0,0.3488965289494325,0.3848768120454449,0.16859198744564402
0.2397333333333333,30.0,0.3646602552033047,0.40280171730180325,0.178645531712686
0.2552,30.0,0.3781198877437694,0.4192916581799597,0.1884060589579137
0.2706666666666666,30.0,0.39313042598640613,0.43433522093752674,0.19786129096758487
0.2861333333333333,30.0,0.4070214446519242,0.4479315513668885,0.20700003827351487
0.3016,30.0,0.41819395914690716,0.4600898658094287,0.2158122233576621
0.3170666666666666,30.0,0.42830556735878983,0.47082886108482047,0.22428889776466882
0.3325333333333333,30.0,0.43964050651260617,0.4801760374493151,0.2324222531423198
0.348,30.0,0.4488752558372439,0.48816694952214795,0.24020562627405306
0.3634666666666666,30.0,0.4559542495551157,0.4948444005886417,0.24763349821032538
0.3789333333333333,30.0,0.46189660635124663,0.5002575958109977,0.2547014876463922
0.3944,30.0,0.4676025850227732,0.5044612696705381,0.26140633873258645
0.4098666666666666,30.0,0.47188539539696833,0.5075148024533452,0.26774590353913724
0.4253333333333333,30.0,0.4752150607512563,0.5094813398063296,0.27371911943069493
0.44079999999999997,30.0,0.4773819381569297,0.5104269283694319,0.2793259816357654
0.4562666666666666,30.0,0.47891021381021026,0.5104196792722421,0.28456751132301916
0.4717333333333333,30.0,0.47965464567370375,0.5095289699124792,0.289445719519757
0.48719999999999997,30.0,0.47957096368333046,0.5078246929530228,0.29396356722756734
0.5026666666666666,30.0,0.4788647908007593,0.5053765599266045,0.2981249221063343
0.5181333333333333,30.0,0.47729219146289587,0.5022534652642757,0.30193451211019967
0.5335999999999999,30.0,0.475054627183228,0.4985229150040373,0.30539787646786576
0.5490666666666666,30.0,0.4723174278276147,0.4942505229246528,0.3085213144047856
0.5645333333333333,30.0,0.4690015462878867,0.48949957541740974,0.3113118320064119
0.5799999999999998,30.0,0.46551158215181276,0.4843306650813849,0.31377708761987394
0.5954666666666666,30.0,0.4615616626983482,0.47880139182646997,0.3159253361863866
0.6109333333333333,30.0,0.45692218796376055,0.4729661292085485,0.31776537288852524
0.6263999999999998,30.0,0.4518213922053282,0.4668758528132504,0.31930647648545246
0.6418666666666666,30.0,0.44715740720805996,0.46057802675405396,0.3205583526954657
0.6573333333333333,30.0,0.4422512327690712,0.4541165437580126,0.3215310779691057
0.6727999999999998,30.0,0.4363355688344274,0.4475317138747211,0.3222350439777753
0.6882666666666666,30.0,0.4303500584982252,0.4408602965544005,0.3226809031226525
0.7037333333333333,30.0,0.4247296912792657,0.43413557068919706,0.3228795153469043
0.7191999999999998,30.0,0.41925957745517584,0.42738743718562644,0.3228418965111134
0.7346666666666666,30.0,0.413210351116589,0.42064254872143697,0.32257916856769936
0.7501333333333333,30.0,0.4070469296600357,0.4139244615217211,0.3221025117452268
0.7655999999999998,30.0,0.4014939509291433,0.40725380425100105,0.32142311892812514
0.7810666666666666,30.0,0.39588755810524767,0.40064845944431376,0.320552152391761
0.7965333333333333,30.0,0.3896397573893439,0.39412375327543603,0.31950070302725647
0.8119999999999998,30.0,0.38340840690959327,0.38769264986955393,0.31827975216518073
0.8274666666666666,30.0,0.3776330456773868,0.3813659467971647,0.3169001360824761
0.8429333333333333,30.0,0.37193171412217135,0.3751524688234367,0.31537251325292115
0.8583999999999998,30.0,0.36649422211135513,0.36905925742173934,0.31370733437826914
0.8738666666666666,30.0,0.36072209447391756,0.3630917539823007,0.3119148152150983
0.8893333333333333,30.0,0.354999429655064,0.3572539750492691,0.3100049121915097
0.9047999999999998,30.0,0.34951071491876223,0.35154867829577235,0.30798730078824305
0.9202666666666666,30.0,0.3444892008165458,0.3459775182923552,0.3058713566406367
0.9357333333333333,30.0,0.3393793000129051,0.3405411914363392,0.3036661393012395
0.9511999999999998,30.0,0.33405995675588235,0.3352395696863806,0.3013803785878171
0.9666666666666666,30.0,0.328698081760075,0.3300718229871938,0.2990224634280553
0.9821333333333333,30.0,0.3242740175279678,0.32503653047439457,0.2966004331004424
0.9975999999999998,30.0,0.3198365826344795,0.3201317807198954,0.2941219707606236
1.0130666666666666,30.0,0.3147726366161165,0.315355261416102,0.2915943991339488
1.0285333333333333,30.0,0.3097909884252204,0.3107043390046577,0.28902467824794087
1.0439999999999998,30.0,0.3052122042995775,0.3061761288353704,0.28641940507295166
1.0594666666666666,30.0,0.3012428819494934,0.30176755649616155,0.2837848149352958
1.074933333333333,30.0,0.29714719203808443,0.29747541098842956,0.2811267845645695
1.0903999999999998,30.0,0.29275687219874486,0.29329639043715033,0.2784508366356154
1.1058666666666666,30.0,0.28882898445769356,0.2892271410243167,0.2757621456655769
1.1213333333333333,30.0,0.28531145770091587,0.28526428982073687,0.27306554512761744
1.1367999999999998,30.0,0.2814045769247574,0.2814044721674055,0.27036553564505195
1.1522666666666666,30.0,0.27743009434721116,0.27764435422600164,0.26766629413275567
1.167733333333333,30.0,0.2736918221725615,0.2739806512807016,0.2649716837566709
1.1831999999999998,30.0,0.2702550668248289,0.27041014233227817,0.26228526458691886
1.1986666666666665,30.0,0.2667928979241411,0.266929681482023,0.2596103048253482
1.2141333333333333,30.0,0.26329973980910826,0.26353620655870297,0.2569497924941979
1.2295999999999998,30.0,0.25998024552155186,0.26022674539768154,0.2543064474788353
1.2450666666666665,30.0,0.2568079951328731,0.25699842013837004,0.25168273382414547
1.260533333333333,30.0,0.2538241835519594,0.2538484498650195,0.2490808721910133
1.2759999999999998,30.0,0.2508247564771202,0.25077415187701285,0.24650285238635986
1.2914666666666665,30.0,0.24772064222415918,0.2477729418386303,0.24395044588730724
1.3069333333333333,30.0,0.24469148217355574,0.2448423330249327,0.2414252182871556
1.3223999999999998,30.0,0.24196284226763784,0.24197993485005403,0.23892854159792012
1.3378666666666665,30.0,0.23924981979129067,0.23918345083681514,0.23646160635111385
1.353333333333333,30.0,0.23648269255481894,0.23645067616210533,0.23402543344523663
1.3687999999999998,30.0,0.23364549226714668,0.23377949489080976,0.2316208856949833
