r,time,v_theta_sim,v_theta_analytical_t0,v_theta_analytical_tfin
0.0077333333333333325,30.0,0.02595800823892578,0.01546377647862493,0.006186204202009305
0.03866666666666666,30.0,0.06697897658863913,0.07697313763084156,0.030875594331291792
0.054133333333333325,30.0,0.09917479992687188,0.10728123392613535,0.04314842006066083
0.0696,30.0,0.13320642545362832,0.13711389636699797,0.05534420337472609
0.08506666666666665,30.0,0.16012889142361558,0.16634336488088888,0.06744145753886514
0.10053333333333332,30.0,0.17982517725658237,0.19484776488965766,0.07941908533310482
0.11599999999999999,30.0,0.20761041662706092,0.2225122274027084,0.09125646063303075
0.13146666666666665,30.0,0.23191973308903863,0.2492299026962175,0.10293350707063813
0.1469333333333333,30.0,0.25623318514691007,0.2749028536919152,0.11443077330383672
0.1624,30.0,0.27742229344074937,0.2994428176187504,0.12572950445199108
0.17786666666666665,30.0,0.29966168772867946,0.32277182720270803,0.13681170928710906
0.1933333333333333,30.0,0.3234826742891256,0.3448226854158362,0.14766022280572327
0.20879999999999999,30.0,0.3456047409732345,0.3655392906551092,0.15825876384479315
0.22426666666666664,30.0,0.36648824145291464,0.3848768120454449,0.16859198744564402
0.2397333333333333,30.0,0.3826933151849827,0.40280171730180325,0.178645531712686
0.2552,30.0,0.396686924083363,0.4192916581799597,0.1884060589579137
0.2706666666666666,30.0,0.4115167178336851,0.43433522093752674,0.19786129096758487
0.2861333333333333,30.0,0.42537501414252976,0.4479315513668885,0.20700003827351487
0.3016,30.0,0.4364921316574761,0.4600898658094287,0.2158122233576621
0.3170666666666666,30.0,0.4467495716459893,0.47082886108482047,0.22428889776466882
0.3325333333333333,30.0,0.457718969316767,0.4801760374493151,0.2324222531423198
0.348,30.0,0.46712996243354793,0.48816694952214795,0.24020562627405306
0.3634666666666666,30.0,0.47375268435861806,0.4948444005886417,0.24763349821032538
0.3789333333333333,30.0,0.47921060947268396,0.5002575958109977,0.2547014876463922
0.3944,30.0,0.4843759132550904,0.5044612696705381,0.26140633873258645
0.4098666666666666,30.0,0.48828472010760726,0.5075148024533452,0.26774590353913724
0.4253333333333333,30.0,0.49099712954238556,0.5094813398063296,0.27371911943069493
0.44079999999999997,30.0,0.4925403470803518,0.5104269283694319,0.2793259816357654
0.4562666666666666,30.0,0.49340901917247104,0.5104196792722421,0.28456751132301916
0.4717333333333333,30.0,0.49348389610620974,0.5095289699124792,0.289445719519757
0.48719999999999997,30.0,0.49268963846622427,0.5078246929530228,0.29396356722756734
0.5026666666666666,30.0,0.49128383252967234,0.5053765599266045,0.2981249221063343
0.5181333333333333,30.0,0.48900593304783957,0.5022534652642757,0.30193451211019967
0.5335999999999999,30.0,0.4859800670262068,0.4985229150040373,0.30539787646786576
0.5490666666666666,30.0,0.4823421369606198,0.4942505229246528,0.3085213144047856
0.5645333333333333,30.0,0.478389518966949,0.48949957541740974,0.3113118320064119
0.5799999999999998,30.0,0.474248175424571,0.4843306650813849,0.31377708761987394
0.5954666666666666,30.0,0.46977805397276967,0.47880139182646997,0.3159253361863866
0.6109333333333333,30.0,0.4646252879961007,0.4729661292085485,0.31776537288852524
