r,v_theta_sim
0.016999999999999998,0.01683830970735872
0.02833333333333333,0.031618746905242606
0.03966666666666666,0.04214650079939382
0.051,0.04871280978207773
0.062333333333333324,0.05751823319989028
0.07366666666666666,0.07353463224314798
0.08499999999999999,0.08860729328673436
0.09633333333333333,0.09591542112496095
0.10766666666666666,0.10646637355454923
0.119,0.11632405561194169
0.13033333333333333,0.13022516015470714
0.14166666666666666,0.14012058855902362
0.15299999999999997,0.15306385664239805
0.16433333333333333,0.16486060206674613
0.17566666666666664,0.1729366985750785
0.187,0.18838393724526448
0.1983333333333333,0.1993255984462769
0.20966666666666667,0.21018707430967487
0.22099999999999997,0.21787843753152816
0.23233333333333334,0.23154002453649788
0.24366666666666664,0.24385409551833476
0.255,0.2547865603781
0.2663333333333333,0.2679410019087381
0.2776666666666666,0.277277670839057
0.289,0.2897055201318306
0.30033333333333334,0.29981726001771053
0.31166666666666665,0.3107240417903837
0.32299999999999995,0.32160558423917185
0.3343333333333333,0.33338029023875565
0.3456666666666667,0.34545105144012783
0.357,0.35635170303007074
0.3683333333333333,0.36906740072807004
0.3796666666666666,0.3786657749426423
0.39099999999999996,0.3906996307402094
0.4023333333333333,0.4011390798924092
0.4136666666666666,0.4128430766132208
0.42499999999999993,0.42621604854332357
0.4363333333333333,0.4348724690457259
0.44766666666666666,0.44724019615039573
0.45899999999999996,0.45796002697201504
0.47033333333333327,0.47005597642957925
0.48166666666666663,0.4807592017259261
0.493,0.49223066344072314
0.5043333333333333,0.5043580549557839
0.5156666666666667,0.5132076337197939
0.5269999999999999,0.5269849692107959
0.5383333333333333,0.5379156197920182
0.5496666666666665,0.5497592523025626
0.5609999999999999,0.560710098784212
0.5723333333333334,0.5710407635555212
0.5836666666666666,0.5830157754961449
0.595,0.5932817246835128
0.6063333333333333,0.6060746010007517
0.6176666666666666,0.616336849382518
0.629,0.6277922634171098
0.6403333333333332,0.6391370987105498
0.6516666666666666,0.6502770322400938
0.663,0.6619569110429842
0.6743333333333332,0.6733281058467196
0.6856666666666666,0.6855952091356553
0.697,0.6959339569311044
0.7083333333333333,0.7086640860484138
0.7196666666666667,0.7191300841119959
0.7309999999999999,0.7301882761306548
0.7423333333333333,0.741435853861235
0.7536666666666666,0.7523188064104658
0.7649999999999999,0.7646736961390388
0.7763333333333333,0.7747062006216489
0.7876666666666665,0.7876322101080985
0.7989999999999999,0.7990093768881991
0.8103333333333333,0.8098234532909601
0.8216666666666665,0.8209224340167436
0.833,0.8312841239504445
0.8443333333333333,0.8447186602059024
0.8556666666666666,0.8526792744813185
0.867,0.8663934601099157
0.8783333333333332,0.8770953487975477
0.8896666666666666,0.8890471395551569
0.901,0.900383528006132
0.9123333333333332,0.9097702246873438
0.9236666666666666,0.9224724222791874
0.9349999999999998,0.932134771670187
0.9463333333333332,0.9456378487336897
0.9576666666666667,0.955683097529931
0.9689999999999999,0.966814659123695
0.9803333333333333,0.9779762564774555
0.9916666666666666,0.9881459135274653
1.003,1.0014516643708737
1.0143333333333333,1.009331507061442
1.0256666666666665,1.0201083539096736
1.037,1.0300722134722564
1.0483333333333333,1.0400597013738595
1.0596666666666665,1.0509340784886816
1.071,1.0585068087568636
1.0823333333333331,1.0683894042243827
1.0936666666666666,1.0750119017618314
1.105,1.0843362397145666
1.1163333333333332,1.0898467749238179
1.1276666666666666,1.0965615499887194
1.1389999999999998,1.1015440254171716
1.1503333333333332,1.106016454881692
1.1616666666666666,1.1115102242569008
1.173,1.1126978157720075
1.1843333333333332,1.1167599960593748
1.1956666666666664,1.1154984353489468
1.2069999999999999,1.1171927945872568
1.2183333333333333,1.1171634423105379
1.2296666666666667,1.1140874092186623
1.2409999999999999,1.1133343668199318
1.2523333333333333,1.1080195446153893
1.2636666666666665,1.1070393950386537
1.275,1.1005567664321854
1.2863333333333333,1.0954464988036698
1.2976666666666665,1.0905530105628376
1.309,1.0825248861762253
1.3203333333333331,1.0790572620198327
1.3316666666666666,1.0702171799703388
1.343,1.064651897453977
1.3543333333333332,1.0546799582161455
1.3656666666666666,1.0474303983229905
1.3769999999999998,1.0408633611955822
1.3883333333333332,1.0313378921537066
1.3996666666666666,1.0241095046190458
1.411,1.0133773827541792
1.4223333333333332,1.00724784619243
1.4336666666666664,0.9955605926231946
1.4449999999999998,0.9859929344685663
1.4563333333333333,0.9749251691868501
1.4676666666666667,0.9621924870010149
1.4789999999999999,0.9509830581754826
1.490333333333333,0.935101790174174
1.5016666666666665,0.9214919704869535
1.513,0.9007087910948159
1.5243333333333333,0.8828701490469881
1.5356666666666665,0.8616749078024735
1.547,0.833641625189882
1.5583333333333331,0.8043231708973516
1.5696666666666665,0.770488931869289
1.581,0.7343613276456442
1.5923333333333332,0.6984691510920605
1.6036666666666666,0.6482813738668081
1.6149999999999998,0.6026290428754251
1.6263333333333332,0.5442602845527438
1.6376666666666666,0.4860643699196503
1.6489999999999998,0.4345107319330908
1.6603333333333332,0.3554316111010325
1.6716666666666664,0.2998528424294462
1.6829999999999998,0.19687026939116004
1.6943333333333332,0.11929206841072855
