sample,time,sigma_sq,sigma_sq_excess
0,0.0,0.7202659686129657,0.0
1,0.004,0.7286531183740993,0.008387149761133639
2,0.008,0.7296123213401687,0.009346352727203078
3,0.012,0.7299776116811941,0.00971164306822847
4,0.016,0.730336368960841,0.010070400347875319
5,0.02,0.7305224910002089,0.010256522387243283
6,0.024,0.7303981296040161,0.01013216099105041
7,0.028,0.7300644422490498,0.009798473636084104
8,0.032,0.7298505052353536,0.009584536622387896
9,0.036000000000000004,0.7301810864100943,0.009915117797128614
10,0.04,0.7305643206117575,0.01029835199879181
11,0.044,0.7308049184163125,0.010538949803346798
12,0.048,0.7306681168803173,0.01040214826735164
13,0.052000000000000005,0.7304567579144586,0.010190789301492975
14,0.056,0.7304340600076241,0.010168091394658463
15,0.06,0.7306052229730529,0.010339254360087202
16,0.064,0.730838626144663,0.010572657531697338
17,0.068,0.7309722084941963,0.01070623988123065
18,0.07200000000000001,0.7310555827534427,0.010789614140477077
19,0.076,0.7311699368181594,0.010903968205193793
20,0.08,0.7313625889355672,0.011096620322601503
21,0.084,0.7315183497589535,0.011252381145987811
22,0.088,0.7315723875692,0.011306418956234299
23,0.092,0.73158935895953,0.011323390346564377
24,0.096,0.7315679751694502,0.0113020065564845
25,0.1,0.7315545046081819,0.011288535995216287
26,0.10400000000000001,0.7316149116604073,0.011348943047441606
27,0.108,0.7317001300868856,0.011434161473919957
28,0.112,0.7317718213726423,0.011505852759676638
29,0.116,0.7319325974536289,0.011666628840663273
30,0.12,0.7320672922985326,0.011801323685566967
31,0.124,0.732285654241475,0.012019685628509302
32,0.128,0.7325429958472678,0.01227702723430213
33,0.132,0.7327389897737288,0.012473021160763098
34,0.136,0.7327682862541954,0.012502317641229777
35,0.14,0.7327059066394538,0.012439938026488129
36,0.14400000000000002,0.7326770401645913,0.012411071551625685
37,0.148,0.7326203206974831,0.012354352084517406
38,0.152,0.73262108734121,0.012355118728244352
39,0.156,0.7326576993194192,0.012391730706453497
40,0.16,0.7326319213599345,0.012365952746968834
41,0.164,0.7325322844326414,0.012266315819675744
42,0.168,0.7324862388660645,0.012220270253098797
43,0.17200000000000001,0.73261007776898,0.01234410915601436
44,0.176,0.7327344152722052,0.012468446659239518
45,0.18,0.7328725808769846,0.012606612264018935
46,0.184,0.7329409035271296,0.012674934914163938
47,0.188,0.7328612810946268,0.012595312481661125
48,0.192,0.7328419853649021,0.012576016751936425
49,0.196,0.7329209978074537,0.012655029194488021
50,0.2,0.733030264336614,0.012764295723648345
51,0.20400000000000001,0.7331120808750857,0.012846112262120069
52,0.20800000000000002,0.7331123064239167,0.012846337810951014
53,0.212,0.7330350097941825,0.0127690411812168
54,0.216,0.7328764694392188,0.012610500826253146
55,0.22,0.7328524279228475,0.012586459309881892
56,0.224,0.7328158467520232,0.012549878139057502
57,0.228,0.7327572295651034,0.012491260952137706
58,0.232,0.7328153274929629,0.012549358879997197
59,0.23600000000000002,0.7328848968768037,0.012618928263838036
60,0.24,0.7329814422032881,0.012715473590322435
61,0.244,0.7330870703965948,0.012821101783629163
62,0.248,0.7332782476832852,0.013012279070319543
63,0.252,0.7333969262589308,0.013130957645965169
64,0.256,0.7335597846963874,0.013293816083421728
65,0.26,0.7338402696005726,0.013574300987606924
66,0.264,0.7341133050586051,0.013847336445639402
67,0.268,0.7344161561632584,0.014150187550292737
68,0.272,0.7345445915754527,0.014278622962487053
69,0.276,0.7344759576182173,0.014209989005251611
70,0.28,0.7344421702131825,0.01417620160021682
71,0.28400000000000003,0.7343312416032076,0.014065272990241962
72,0.28800000000000003,0.7342358249654439,0.013969856352478272
73,0.292,0.7340767930617501,0.013810824448784453
74,0.296,0.7337814210091763,0.013515452396210659
75,0.3,0.733507057414987,0.01324108880202135
76,0.304,0.7332838289337918,0.013017860320826191
77,0.308,0.7330469712337271,0.012781002620761428
78,0.312,0.7329432177283123,0.012677249115346623
79,0.316,0.7330046346015926,0.01273866598862694
80,0.32,0.7331384405034371,0.01287247189047147
81,0.324,0.73329153258358,0.013025563970614384
82,0.328,0.7334561156782149,0.013190147065249236
83,0.332,0.7335596349023042,0.01329366628933859
84,0.336,0.7336732590027001,0.013407290389734428
85,0.34,0.7338406377539768,0.013574669141011131
86,0.34400000000000003,0.7338697422590994,0.013603773646133743
87,0.34800000000000003,0.7338981459347981,0.013632177321832417
88,0.352,0.7341367491236125,0.01387078051064683
89,0.356,0.734414275346841,0.014148306733875349
90,0.36,0.7345848335429769,0.014318864930011221
91,0.364,0.734659957811058,0.014393989198092316
92,0.368,0.7347412896730514,0.014475321060085755
93,0.372,0.7347329189982205,0.014466950385254806
94,0.376,0.7346624804657512,0.014396511852785565
95,0.38,0.7344972599691371,0.014231291356171405
96,0.384,0.7342119674314204,0.013945998818454708
97,0.388,0.7341188100243012,0.013852841411335581
98,0.392,0.7341077502398579,0.013841781626892202
99,0.396,0.7341424250961407,0.013876456483175037
100,0.4,0.7340808902673596,0.013814921654393908
101,0.404,0.733953528217856,0.01368755960489032
102,0.40800000000000003,0.7338679708816246,0.01360200226865893
103,0.41200000000000003,0.7338818717048546,0.013615903091888981
104,0.41600000000000004,0.733994048939947,0.013728080326981362
105,0.42,0.734090851994775,0.013824883381809316
106,0.424,0.7342422192158403,0.013976250602874662
107,0.428,0.7343649866306312,0.014099018017665554
108,0.432,0.7344537419712114,0.014187773358245725
109,0.436,0.7344733576151199,0.014207389002154236
110,0.44,0.7346293134633699,0.014363344850404247
111,0.444,0.7350054077565877,0.01473943914362208
112,0.448,0.7353825464708592,0.015116577857893554
113,0.452,0.735721054394366,0.015455085781400313
114,0.456,0.7360850635709899,0.01581909495802425
115,0.46,0.7363651534753525,0.016099184862386817
116,0.464,0.7366277113572833,0.016361742744317676
117,0.468,0.7367493656682607,0.016483397055295
118,0.47200000000000003,0.7367907084985007,0.016524739885535045
119,0.47600000000000003,0.7368193184573577,0.01655334984439205
120,0.48,0.7367329950491328,0.016467026436167154
121,0.484,0.7365214736277876,0.01625550501482198
122,0.488,0.736373729403843,0.01610776079087739
123,0.492,0.7362752165156581,0.016009247902692425
124,0.496,0.736244491195614,0.015978522582648313
125,0.5,0.7362199548905528,0.01595398627758715
126,0.504,0.7361942710527223,0.015928302439756625
