sample,time,kinetic_energy,ke_norm
0,0.0,85.19874572753906,1.0
1,1.0,84.75460052490234,0.9947869513941312
2,2.0,84.61894226074219,0.9931946948062939
3,3.0,84.52693176269531,0.9921147434846966
4,4.0,84.45498657226562,0.9912703039355539
5,5.0,84.39498901367188,0.9905660968714545
6,6.0,84.34172058105469,0.9899408713219195
7,7.0,84.29417419433594,0.9893828069242252
8,8.0,84.2518081665039,0.9888855457559973
9,9.0,84.21231079101562,0.9884219547118921
10,10.0,84.17520141601562,0.987986392255155
11,11.0,84.13973236083984,0.9875700826619457
12,12.0,84.10599517822266,0.9871741005106934
13,13.0,84.07416534423828,0.9868005054100546
14,14.0,84.04380798339844,0.9864441931124895
15,15.0,84.01470184326172,0.986102566720127
16,16.0,83.98653411865234,0.9857719547566662
17,17.0,83.95954132080078,0.9854551332163833
18,18.0,83.93345642089844,0.9851489679121926
19,19.0,83.90803527832031,0.9848505933016154
20,20.0,83.88322448730469,0.9845593825472344
21,21.0,83.85909271240234,0.9842761415828719
22,22.0,83.83566284179688,0.9840011390531352
23,23.0,83.8126449584961,0.983730972126331
24,24.0,83.79022216796875,0.9834677899593183
25,25.0,83.7681884765625,0.9832091747506306
26,26.0,83.7465591430664,0.9829553055966731
27,27.0,83.72541809082031,0.9827071675276726
28,28.0,83.70465850830078,0.9824635068687949
29,29.0,83.68431091308594,0.9822246818128496
30,30.0,83.66437530517578,0.9819906923598369
31,31.0,83.6446533203125,0.9817592102564929
32,32.0,83.62517547607422,0.9815305936956275
33,33.0,83.60599517822266,0.9813054695146577
34,34.0,83.58702850341797,0.9810828526833567
35,35.0,83.56832122802734,0.9808632804909391
36,36.0,83.54991149902344,0.9806472006784172
37,37.0,83.53175354003906,0.9804340759565763
38,38.0,83.51370239257812,0.9802222049095698
39,39.0,83.49578857421875,0.9800119457302073
40,40.0,83.47809600830078,0.9798042834487162
41,41.0,83.4608154296875,0.9796014567701575
42,42.0,83.4439468383789,0.9794034656945314
43,43.0,83.42715454101562,0.9792063701009298
44,44.0,83.4105224609375,0.9790111550195797
45,45.0,83.39393615722656,0.9788164772274444
46,46.0,83.3775634765625,0.9786243067849778
47,47.0,83.36146545410156,0.9784353600777995
48,48.0,83.34550476074219,0.9782480252382654
49,49.0,83.3297348022461,0.9780629291037927
50,50.0,83.31392669677734,0.9778773852283076
51,51.0,83.29802703857422,0.9776907667743931
52,52.0,83.28217315673828,0.9775046856096934
53,53.0,83.2665786743164,0.9773216490838771
54,54.0,83.25116729736328,0.9771407617149197
55,55.0,83.23602294921875,0.9769630085330482
56,56.0,83.2210464477539,0.9767872254116307
57,57.0,83.2061538696289,0.9766124273204402
58,58.0,83.19143676757812,0.9764396888379061
59,59.0,83.17665100097656,0.9762661444215499
60,60.0,83.16201782226562,0.9760943909692429
61,61.0,83.14744567871094,0.9759233539025555
62,62.0,83.13302612304688,0.9757541077999171
63,63.0,83.11872100830078,0.9755862049203156
64,64.0,83.10447692871094,0.9754190184263336
65,65.0,83.09034729003906,0.9752531751553886
66,66.0,83.07628631591797,0.9750881378182655
67,67.0,83.06233978271484,0.9749244437041793
68,68.0,83.04847717285156,0.9747617346203201
69,69.0,83.03453826904297,0.9745981300544364
70,70.0,83.02079772949219,0.9744368537418164
71,71.0,83.0071792602539,0.9742770102004358
72,72.0,82.99365234375,0.9741182412374845
73,73.0,82.98023223876953,0.9739607259493677
74,74.0,82.96697235107422,0.9738050911735023
75,75.0,82.95389556884766,0.9736516055544959
76,76.0,82.94084930419922,0.9734984781282993
77,77.0,82.9278335571289,0.9733457088949125
78,78.0,82.91486358642578,0.9731934769507404
79,79.0,82.90178680419922,0.973039991331734
80,80.0,82.88878631591797,0.9728874011947521
81,81.0,82.87578582763672,0.9727348110577703
82,82.0,82.86273193359375,0.9725815940833712
83,83.0,82.84972381591797,0.9724289143981868
84,84.0,82.83682250976562,0.9722774883878369
85,85.0,82.82398986816406,0.9721268683113089
86,86.0,82.81126403808594,0.9719775019096154
87,87.0,82.7985610961914,0.9718284041525292
88,88.0,82.7859878540039,0.9716808287148848
89,89.0,82.7735595703125,0.9715349546930869
90,90.0,82.76126861572266,0.9713906925389333
91,91.0,82.74894714355469,0.9712460721919699
92,92.0,82.73664855957031,0.9711017204896137
93,93.0,82.72441101074219,0.9709580851728773
94,94.0,82.71222686767578,0.970815076693558
95,95.0,82.69998931884766,0.9706714413768215
96,96.0,82.68772888183594,0.9705275374154777
97,97.0,82.67558288574219,0.9703849766771707
98,98.0,82.66343688964844,0.9702424159388636
99,99.0,82.65133666992188,0.9701003924897713
100,100.0,82.63932800292969,0.9699594436191085
101,101.0,82.62736511230469,0.9698190320376604
102,102.0,82.61540985107422,0.9696787100044147
103,103.0,82.60356903076172,0.9695397311942059
104,104.0,82.59172058105469,0.9694006628357945
105,105.0,82.5799331665039,0.9692623108630029
106,106.0,82.56822204589844,0.9691248543722357
107,107.0,82.55662536621094,0.9689887411045054
108,108.0,82.54505920410156,0.9688529860295849
109,109.0,82.53350067138672,0.9687173205028669
110,110.0,82.52204895019531,0.9685829086509832
111,111.0,82.51066589355469,0.9684493027329216
112,112.0,82.49934387207031,0.9683164132004797
113,113.0,82.48786926269531,0.9681817327039886
114,114.0,82.47638702392578,0.968046962659295
115,115.0,82.46492767333984,0.9679124612592089
116,116.0,82.45358276367188,0.9677793030821595
117,117.0,82.4422378540039,0.9676461449051103
118,118.0,82.43084716796875,0.9675124494388462
119,119.0,82.4194107055664,0.9673782166833674
120,120.0,82.40803527832031,0.9672447003135083
121,121.0,82.39666748046875,0.9671112734918516
122,122.0,82.38536071777344,0.9669785630558145
123,123.0,82.37413787841797,0.9668468376500045
124,124.0,82.36298370361328,0.9667159181780165
125,125.0,82.35194396972656,0.9665863419290653
126,126.0,82.34101104736328,0.9664580193549485
127,127.0,82.3300552368164,0.9663294281362244
128,128.0,82.31917572021484,0.9662017323995247
129,129.0,82.30821990966797,0.9660731411808005
130,130.0,82.29727172851562,0.9659446395102788
131,131.0,82.28640747070312,0.9658171228699841
132,132.0,82.2755126953125,0.9656892480368795
133,133.0,82.26457977294922,0.9655609254627627
134,134.0,82.25370788574219,0.9654333192742656
135,135.0,82.24298858642578,0.9653075040498175
136,136.0,82.23224639892578,0.965181420180762
137,137.0,82.22151947021484,0.9650555154081114
138,138.0,82.21070861816406,0.964928625605234
139,139.0,82.20000457763672,0.9648029894771907
140,140.0,82.18929290771484,0.9646772638009451
141,141.0,82.17867279052734,0.9645526127031289
142,142.0,82.16814422607422,0.9644290361837422
143,143.0,82.1575698852539,0.9643049223751406
144,144.0,82.14693450927734,0.9641800921809196
145,145.0,82.13638305664062,0.9640562470169255
146,146.0,82.12588500976562,0.9639330286903486
147,147.0,82.11546325683594,0.9638107058457962
148,148.0,82.10501098632812,0.963688024808434
149,149.0,82.09446716308594,0.9635642691926424
150,150.0,82.08394622802734,0.9634407822214581
151,151.0,82.07345581054688,0.9633176534430836
152,152.0,82.06298828125,0.9631947933093165
153,153.0,82.05262756347656,0.9630731868503838
154,154.0,82.04231262207031,0.9629521176806657
155,155.0,82.03199768066406,0.9628310485109477
156,156.0,82.02166748046875,0.9627098002448248
157,157.0,82.01133728027344,0.9625885519787019
158,158.0,82.00096130371094,0.9624667664233642
159,159.0,81.99064636230469,0.9623456972536462
160,160.0,81.98037719726562,0.9622251653731428
161,161.0,81.97022247314453,0.9621059767156764
162,162.0,81.96004486083984,0.9619865194136026
163,163.0,81.9499282836914,0.9618677784971483
164,164.0,81.93968200683594,0.9617475152612524
165,165.0,81.929443359375,0.9616273415735589
166,166.0,81.91919708251953,0.961507078337663
167,167.0,81.9089126586914,0.9613863673607548
