r,v_theta_sim
0.008866666666666667,0.014071625914397125
0.0266,0.031469367039493754
0.044333333333333336,0.047911502814130306
0.062066666666666666,0.06545888625776056
0.07980000000000001,0.08074585149843694
0.09753333333333333,0.0961450246242065
0.11526666666666666,0.11438764120153151
0.133,0.13219915589545161
0.15073333333333333,0.15131570663108856
0.16846666666666665,0.17120896864676804
0.1862,0.18784481339821787
0.20393333333333333,0.20443638316815807
0.22166666666666668,0.22252896921276902
0.2394,0.2393051071496121
0.2571333333333333,0.25625906263546544
0.2748666666666667,0.2740428349027704
0.29259999999999997,0.2917733199955875
0.31033333333333335,0.3106129409819069
0.3280666666666667,0.32881522437290006
0.3458,0.34528568676622545
0.3635333333333334,0.3624488734992931
0.38126666666666664,0.37977529198880355
0.399,0.3962325591552727
0.4167333333333333,0.41486047732234277
0.43446666666666667,0.4331318555933499
0.45220000000000005,0.4505500830236756
0.4699333333333333,0.4685912497994956
0.4876666666666667,0.48610681623905255
0.5054,0.5035750928015397
0.5231333333333333,0.5210285100152555
0.5408666666666666,0.536697353058557
0.5586,0.5544951505768735
0.5763333333333334,0.5730844181905421
0.5940666666666667,0.5911652923895836
0.6118,0.6092038647552981
0.6295333333333333,0.6268782702983992
0.6472666666666667,0.6445017033051981
0.665,0.6625673084420537
0.6827333333333334,0.6802025987904613
0.7004666666666667,0.6971558651736116
0.7182,0.7146165149096537
0.7359333333333333,0.7322684270413986
0.7536666666666667,0.7499483374462192
0.7714000000000001,0.7685239320617232
0.7891333333333334,0.786650155968482
0.8068666666666666,0.8037360381134879
0.8246,0.8208106415637145
0.8423333333333334,0.8377450984894098
0.8600666666666666,0.8548753303174826
0.8778,0.8729991267356823
0.8955333333333333,0.8903609158697066
0.9132666666666667,0.9081077506235621
0.931,0.9271686718182918
0.9487333333333333,0.9461686507071723
0.9664666666666667,0.9651487927637206
0.9842,0.9846427708636358
1.0019333333333333,1.0038050397867666
1.0196666666666667,1.0226155636629584
1.0373999999999999,1.0424165701218733
1.0551333333333335,1.0621789010293685
1.0728666666666666,1.081002499359173
1.0906,1.09851998016528
1.1083333333333334,1.114035689149548
1.1260666666666665,1.1282314845835701
1.1438000000000001,1.1401410474409899
1.1615333333333333,1.1486573370832274
1.1792666666666667,1.1542704500288943
1.197,1.1570794941737947
1.2147333333333332,1.1567469778549728
1.2324666666666668,1.1532096653679196
1.2502,1.1466482149286894
1.2679333333333334,1.1372901584037158
1.2856666666666667,1.1260279040209287
1.3034,1.1133081121651025
1.3211333333333335,1.0997243533212984
1.3388666666666666,1.0847700004694525
1.3566,1.069213317415709
1.3743333333333334,1.0536124412311836
1.3920666666666666,1.0375638912613803
1.4098000000000002,1.0224482969804638
1.4275333333333333,1.0080655752429186
1.4452666666666667,0.9951342685501312
1.463,0.9826513800114599
1.4807333333333332,0.9706830935151672
1.4984666666666668,0.9588871222905989
1.5162,0.9475463839160012
1.5339333333333334,0.9369342652638192
1.5516666666666667,0.9264457339845472
1.5694,0.9162307856800215
1.5871333333333335,0.9061325547136009
1.6048666666666667,0.8962968783114398
1.6226,0.8870631293597045
1.6403333333333334,0.8777059439786358
1.6580666666666666,0.868385511896286
1.6758000000000002,0.8590682183092455
1.6935333333333333,0.8496776868248971
1.7112666666666665,0.8408341679920153
1.729,0.8324418944230169
1.7467333333333332,0.8239610212049658
1.7644666666666668,0.8157151815755014
1.7822,0.8076410666898707
1.7999333333333332,0.7999121153005972
1.8176666666666668,0.7921476842181489
1.8354,0.7842051292854576
1.8531333333333335,0.7766194720998724
1.8708666666666667,0.769216778381589
1.8885999999999998,0.7621080186026828
1.9063333333333334,0.754939836151333
1.9240666666666666,0.7479673898126716
1.9418000000000002,0.7412841724346052
1.9595333333333333,0.7348090501976136
1.9772666666666665,0.7279149391698276
1.995,0.7212987497945699
2.0127333333333333,0.7149513841402192
2.0304666666666664,0.7091499864101012
2.0482,0.7026530233995163
2.0659333333333336,0.6971038897621716
2.083666666666667,0.6916082245166181
2.1014,0.6861751773772876
2.119133333333333,0.68032260575656
2.1368666666666667,0.6744176413796737
2.1546000000000003,0.6685070534811328
2.1723333333333334,0.6625462400806982
2.1900666666666666,0.6558696192674793
2.2077999999999998,0.6490094745859508
2.2255333333333334,0.6422827983371729
2.243266666666667,0.6360749626281694
2.261,0.6304667980168033
2.2787333333333333,0.6250929876117377
2.2964666666666664,0.6214641255288114
2.3142,0.6197997903974798
2.3319333333333336,0.619821467954883
2.349666666666667,0.6222945090681419
2.3674,0.6265803320673606
2.385133333333333,0.6323768776696893
2.4028666666666667,0.6380708307015918
2.4206000000000003,0.642107567546775
2.4383333333333335,0.6426168607322771
2.4560666666666666,0.6383140253980466
2.4737999999999998,0.6263310825868
2.4915333333333334,0.6053404681427311
2.509266666666667,0.5727760957646264
2.527,0.5270256811073853
2.5447333333333333,0.4711908795773706
2.5624666666666664,0.4049037604981174
2.5802,0.3271768783009331
2.5979333333333336,0.2487391733941282
2.615666666666667,0.170103948856406
2.6334,0.09767662876829612
2.651133333333333,0.03601709372558388
