sample,time,kinetic_energy,ke_norm
0,0.0,7.804565906524658,1.0
1,0.004,7.742538928985596,0.9920524756556661
2,0.008,7.735810279846191,0.9911903330048136
3,0.012,7.7319865226745605,0.9907003945229778
4,0.016,7.728766918182373,0.9902878661990775
5,0.02,7.725564002990723,0.9898774762773302
6,0.024,7.722329616546631,0.9894630539400946
7,0.028,7.719149112701416,0.9890555355869526
8,0.032,7.716111660003662,0.9886663463951214
9,0.036000000000000004,7.71322774887085,0.988296830503097
10,0.04,7.71047306060791,0.9879438719534567
11,0.044,7.7078857421875,0.9876123585225498
12,0.048,7.705455780029297,0.9873010071690849
13,0.052000000000000005,7.703118324279785,0.9870015086732675
14,0.056,7.700854778289795,0.9867114802441274
15,0.06,7.698705673217773,0.9864361151440357
16,0.064,7.696710586547852,0.9861804844409554
17,0.068,7.6948561668396,0.9859428774131639
18,0.07200000000000001,7.6930670738220215,0.985713640702371
19,0.076,7.691326141357422,0.9854905748092194
20,0.08,7.689599514007568,0.9852693418321988
21,0.084,7.687899589538574,0.985051530298623
22,0.088,7.68622350692749,0.9848367736252656
23,0.092,7.684584140777588,0.9846267214366445
24,0.096,7.683016777038574,0.9844258949258833
25,0.1,7.6815385818481445,0.984236493592339
26,0.10400000000000001,7.6801605224609375,0.9840599226717123
27,0.108,7.678857326507568,0.9838929440121715
28,0.112,7.677617073059082,0.9837340301836075
29,0.116,7.67642879486084,0.9835817759503197
30,0.12,7.675243377685547,0.983429888300258
31,0.124,7.67402458190918,0.9832737238458906
32,0.128,7.6727824211120605,0.9831145656285091
33,0.132,7.671473026275635,0.9829467927053115
34,0.136,7.670114994049072,0.9827727878672683
35,0.14,7.6687774658203125,0.9826014102090129
36,0.14400000000000002,7.667422294616699,0.982427771954196
37,0.148,7.666033744812012,0.982249856895073
38,0.152,7.664671897888184,0.9820753632793949
39,0.156,7.663381099700928,0.9819099731471677
40,0.16,7.662180423736572,0.9817561303865663
41,0.164,7.6610307693481445,0.9816088250268323
42,0.168,7.659879684448242,0.9814613363754854
43,0.17200000000000001,7.658738613128662,0.9813151307654301
44,0.176,7.657680988311768,0.9811796171661393
45,0.18,7.656726360321045,0.9810573005629925
46,0.184,7.655853748321533,0.9809454926789969
47,0.188,7.654993057250977,0.9808352122251107
48,0.192,7.6541948318481445,0.9807329355049969
49,0.196,7.653423309326172,0.9806340802283275
50,0.2,7.652581691741943,0.9805262436626161
51,0.20400000000000001,7.65161657333374,0.980402582920973
52,0.20800000000000002,7.650539875030518,0.9802646254335076
53,0.212,7.649382591247559,0.9801163425185038
54,0.216,7.648168087005615,0.9799607279389756
55,0.22,7.6469340324401855,0.9798026083740684
56,0.224,7.645678997039795,0.9796418005321689
57,0.228,7.644405841827393,0.9794786709965033
58,0.232,7.643153667449951,0.9793182297378301
59,0.23600000000000002,7.641987323760986,0.9791687859759433
60,0.24,7.640961170196533,0.9790373047921409
61,0.244,7.640107154846191,0.9789278796991158
62,0.248,7.639416217803955,0.978839349849985
63,0.252,7.6388421058654785,0.9787657888159246
64,0.256,7.638315200805664,0.9786982764050967
65,0.26,7.637709140777588,0.9786206218583435
66,0.264,7.636993408203125,0.9785289149545855
67,0.268,7.636192321777344,0.9784262716512454
68,0.272,7.635354518890381,0.9783189238631689
69,0.276,7.634509086608887,0.9782105985198225
70,0.28,7.633649826049805,0.9781005013575493
71,0.28400000000000003,7.632790565490723,0.9779904041952762
72,0.28800000000000003,7.631923198699951,0.9778792683805287
73,0.292,7.631008625030518,0.9777620839425488
74,0.296,7.630011558532715,0.9776343296882131
75,0.3,7.628981113433838,0.9775022986295714
76,0.304,7.627960681915283,0.9773715506122215
77,0.308,7.626962184906006,0.9772436130662726
78,0.312,7.626007556915283,0.9771212964631256
79,0.316,7.6251139640808105,0.9770068003021379
80,0.32,7.62428092956543,0.976900063486105
81,0.324,7.6234941482543945,0.976799253098896
82,0.328,7.622720241546631,0.9767000923362049
83,0.332,7.621955871582031,0.9766021535176013
84,0.336,7.621221542358398,0.9765080638228728
85,0.34,7.620522975921631,0.9764185564184721
86,0.34400000000000003,7.619787216186523,0.9763242834321305
87,0.34800000000000003,7.619019985198975,0.9762259780303006
88,0.352,7.61822509765625,0.9761241289906174
89,0.356,7.617421627044678,0.9760211802012554
90,0.36,7.616624355316162,0.9759190256755502
91,0.364,7.615797996520996,0.9758131442203786
92,0.368,7.614947319030762,0.9757041468077841
93,0.372,7.614090442657471,0.9755943551315328
94,0.376,7.613279342651367,0.975490428786901
95,0.38,7.612549781799316,0.9753969500642162
96,0.384,7.611846923828125,0.9753068927849762
97,0.388,7.611136436462402,0.9752158579504662
98,0.392,7.610424518585205,0.975124639824343
99,0.396,7.609720706939697,0.9750344603506943
100,0.4,7.609016418457031,0.9749442197798411
101,0.404,7.608257293701172,0.9748469530304855
102,0.40800000000000003,7.607418537139893,0.9747394830480002
103,0.41200000000000003,7.606560707092285,0.9746295691773402
104,0.41600000000000004,7.605737686157227,0.9745241154025991
105,0.42,7.6049370765686035,0.9744215331964634
106,0.424,7.604130744934082,0.9743182178238752
107,0.428,7.6033453941345215,0.9742175907282793
108,0.432,7.602644920349121,0.974127838935061
109,0.436,7.602003574371338,0.9740456631951846
110,0.44,7.601334571838379,0.9739599438174548
111,0.444,7.600594997406006,0.9738651820534783
112,0.448,7.5998215675354,0.9737660823879916
113,0.452,7.599048137664795,0.9736669827225048
114,0.456,7.598318099975586,0.9735734429026157
115,0.46,7.597646236419678,0.9734873569416597
116,0.464,7.597011566162109,0.9734060365626444
117,0.468,7.5963873863220215,0.9733260603221252
118,0.47200000000000003,7.595767021179199,0.973246572859241
119,0.47600000000000003,7.595154285430908,0.9731680629516267
120,0.48,7.594533920288086,0.9730885754887425
121,0.484,7.593911647796631,0.9730088436370408
122,0.488,7.593276023864746,0.9729274010636167
123,0.492,7.592588901519775,0.9728393599921209
124,0.496,7.591825008392334,0.9727414822707215
125,0.5,7.590973377227783,0.9726323626637183
126,0.504,7.590071201324463,0.972516766753052
127,0.508,7.589180946350098,0.9724026982724949
128,0.512,7.588381767272949,0.9723002993579722
129,0.516,7.58762788772583,0.9722037046778647
130,0.52,7.586835861206055,0.9721022222214076
131,0.524,7.585968971252441,0.9719911475038645
132,0.528,7.58504581451416,0.9718728633162059
133,0.532,7.5840983390808105,0.9717514631711245
134,0.536,7.583139896392822,0.9716286577903426
135,0.54,7.582176208496094,0.9715051803403126
136,0.544,7.581197738647461,0.9713798088769472
137,0.548,7.580238342285156,0.9712568813017566
138,0.552,7.579335689544678,0.9711412242938858
139,0.556,7.578485488891602,0.9710322879784957
140,0.56,7.577681541442871,0.9709292780919294
141,0.5640000000000001,7.57692289352417,0.9708320724397782
142,0.5680000000000001,7.576172828674316,0.9707359665373055
143,0.5720000000000001,7.575450420379639,0.9706434042726864
144,0.5760000000000001,7.574769020080566,0.970556096367643
145,0.58,7.574141502380371,0.9704756924466932
146,0.584,7.573554992675781,0.9704005428853192
147,0.588,7.5729827880859375,0.9703272262400762
148,0.592,7.572396755218506,0.9702521377759066
149,0.596,7.571793556213379,0.9701748498123797
150,0.6,7.5711989402771,0.9700986615985314
151,0.604,7.570566654205322,0.9700176467055379
152,0.608,7.5699052810668945,0.9699329048830779
153,0.612,7.569197654724121,0.9698422366317943
154,0.616,7.568447113037109,0.9697460696321173
155,0.62,7.567643165588379,0.9696430597455509
156,0.624,7.566795349121094,0.9695344289161827
157,0.628,7.565984725952148,0.9694305636687551
158,0.632,7.565245151519775,0.9693358019047786
159,0.636,7.564509868621826,0.9692415900156415
160,0.64,7.5637431144714355,0.969143345711016
161,0.644,7.562949180603027,0.9690416188657414
162,0.648,7.562185287475586,0.9689437411443421
163,0.652,7.5615129470825195,0.9688575940861817
164,0.656,7.56091833114624,0.9687814058723334
165,0.66,7.5603346824646,0.9687066228941855
166,0.664,7.559719562530518,0.9686278075005494
167,0.668,7.55910587310791,0.9685491753985264
168,0.672,7.558528423309326,0.9684751866840354
169,0.676,7.557997703552246,0.9684071854955726
170,0.68,7.55746603012085,0.968339062112701
171,0.684,7.556882858276367,0.9682643402317576
172,0.6880000000000001,7.556270122528076,0.9681858303241433
173,0.6920000000000001,7.555644512176514,0.968105670792011
174,0.6960000000000001,7.55499792098999,0.9680228229828864
175,0.7000000000000001,7.5543107986450195,0.9679347819113906
176,0.704,7.553590297698975,0.9678424640355888
177,0.708,7.552870750427246,0.9677502683541959
