sample,time,sigma_sq,sigma_sq_excess
141,2.2560000000000002,0.8036172057380297,0.08332708201680972
142,2.2720000000000002,0.8037981067113967,0.0835079829901767
143,2.2880000000000003,0.8038909515323602,0.0836008278111402
144,2.3040000000000003,0.8040531679354069,0.0837630442141869
145,2.32,0.8043160799313972,0.08402595621017717
146,2.336,0.8042528683997724,0.08396274467855236
147,2.352,0.8042712987285918,0.08398117500737179
148,2.368,0.8045597167791142,0.08426959305789417
149,2.384,0.8046085752138413,0.0843184514926213
150,2.4,0.8050013259402176,0.08471120221899753
151,2.416,0.8053075375044205,0.08501741378320049
152,2.432,0.805812626043313,0.08552250232209302
153,2.448,0.8061221891477091,0.08583206542648902
154,2.464,0.8063593818517396,0.08606925813051958
155,2.48,0.8060776860542038,0.08578756233298379
156,2.496,0.8058601500850147,0.08557002636379463
157,2.512,0.8056835239387815,0.08539340021756148
158,2.528,0.8058592482727704,0.08556912455155041
159,2.544,0.8061971460418496,0.08590702232062952
160,2.56,0.8062457006990522,0.08595557697783218
161,2.576,0.806439379856148,0.08614925613492797
162,2.592,0.8064424228741682,0.0861522991529482
163,2.608,0.8067190263879239,0.08642890266670389
164,2.624,0.8068323917360415,0.08654226801482146
165,2.64,0.8070387968137805,0.08674867309256051
166,2.656,0.8071434264619,0.08685330274067993
167,2.672,0.8072798595444808,0.08698973582326075
168,2.688,0.8073609245318439,0.0870708008106239
169,2.704,0.8075276854726463,0.08723756175142627
170,2.72,0.8075593339057618,0.08726921018454181
171,2.736,0.8077296511558072,0.08743952743458716
172,2.7520000000000002,0.8078258473833249,0.08753572366210483
173,2.7680000000000002,0.8079920680844997,0.08770194436327972
174,2.7840000000000003,0.8082041750994272,0.08791405137820718
175,2.8000000000000003,0.8080998831744758,0.08780975945325575
176,2.816,0.8083087187932336,0.0880185950720136
177,2.832,0.8084798918066066,0.08818976808538659
178,2.848,0.8085511310030256,0.08826100728180553
179,2.864,0.8087801720195332,0.0884900482983132
180,2.88,0.8086393065678424,0.08834918284662241
181,2.896,0.8091891844968221,0.08889906077560206
182,2.912,0.8089844966241193,0.08869437290289928
183,2.928,0.8093007180127427,0.0890105942915227
184,2.944,0.8093783245001491,0.0890882007789291
185,2.96,0.8094623775629061,0.08917225384168603
186,2.976,0.809751198387676,0.08946107466645592
187,2.992,0.8099076026533871,0.0896174789321671
188,3.008,0.8100656150293738,0.08977549130815377
189,3.024,0.8099641335216354,0.0896740098004154
190,3.04,0.8102237711273409,0.08993364740612086
191,3.056,0.8102278799672209,0.08993775624600087
192,3.072,0.8103757405739691,0.09008561685274907
193,3.088,0.8103888732392743,0.0900987495180543
194,3.104,0.8106965334930879,0.09040640977186787
195,3.12,0.8108281954243575,0.09053807170313743
196,3.136,0.8111591717692109,0.0908690480479909
197,3.152,0.8112229774125704,0.0909328536913504
198,3.168,0.8113684704635219,0.09107834674230186
199,3.184,0.8114294495591814,0.09113932583796136
200,3.2,0.8115969713671296,0.09130684764590957
201,3.216,0.811893582158363,0.09160345843714301
202,3.232,0.8119910725196451,0.09170094879842505
203,3.248,0.8119521546987036,0.0916620309774836
204,3.2640000000000002,0.8120624766352205,0.09177235291400043
205,3.2800000000000002,0.8122978514017313,0.09200772768051124
206,3.2960000000000003,0.8122437236249462,0.0919535999037262
207,3.3120000000000003,0.8124141445012376,0.09212402078001758
208,3.3280000000000003,0.8126316874740976,0.09234156375287761
209,3.344,0.8128534074918,0.09256328377057998
210,3.36,0.8128582765816291,0.09256815286040909
211,3.376,0.8130897050812712,0.09279958136005118
212,3.392,0.8132399544343987,0.09294983071317864
213,3.408,0.813408175312604,0.09311805159138398
214,3.424,0.8136128848094526,0.09332276108823256
215,3.44,0.8137860434762015,0.0934959197549815
216,3.456,0.8140564220249037,0.09376629830368366
217,3.472,0.8146146065591889,0.0943244828379689
218,3.488,0.8148643446442976,0.09457422092307755
219,3.504,0.8149569533518823,0.09466682963066231
220,3.52,0.8149727272625701,0.09468260354135005
221,3.536,0.8147002302143415,0.09441010649312143
222,3.552,0.8148826294245758,0.09459250570335576
223,3.568,0.8150848790062737,0.09479475528505366
224,3.584,0.8155223970587432,0.09523227333752315
225,3.6,0.8154933923271427,0.09520326860592265
226,3.616,0.8159705966146988,0.09568047289347881
227,3.632,0.8159060465991876,0.09561592287796761
228,3.648,0.8159253157519086,0.0956351920306886
229,3.664,0.8160667192423268,0.09577659552110673
230,3.68,0.8159441126668179,0.09565398894559785
231,3.696,0.8161389893391192,0.09584886561789918
232,3.712,0.8163918275526123,0.09610170383139227
233,3.728,0.8163784114937765,0.09608828777255651
234,3.744,0.8165362836289697,0.09624615990774965
235,3.7600000000000002,0.8164408746609213,0.09615075093970127
236,3.7760000000000002,0.8168862365272805,0.09659611280606051
237,3.7920000000000003,0.8167883083027537,0.0964981845815337
238,3.8080000000000003,0.8168601023549465,0.09656997863372652
239,3.8240000000000003,0.8172012628743158,0.0969111391530958
240,3.84,0.8172193212195896,0.09692919749836959
241,3.856,0.8173576215114893,0.09706749779026924
242,3.872,0.8175133360475906,0.09722321232637055
243,3.888,0.8176582067913424,0.09736808307012235
244,3.904,0.8177693864064219,0.0974792626852019
245,3.92,0.817996529934087,0.09770640621286697
246,3.936,0.8179518404357584,0.09766171671453838
247,3.952,0.8182306523879856,0.09794052866676561
248,3.968,0.8183361356022721,0.09804601188105211
249,3.984,0.8184148145003806,0.09812469077916053
250,4.0,0.8186933682163728,0.09840324449515281
