run,method,ppc,flip_coef,sample,time,kinetic_energy,ke_norm
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,225,3.6,12.14293098449707,0.8907798018703962
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,226,3.616,12.138482093811035,0.8904534406344714
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,227,3.632,12.133999824523926,0.890124630814783
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,228,3.648,12.129517555236816,0.8897958209950947
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,229,3.664,12.125075340270996,0.8894699494759226
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,230,3.68,12.120598793029785,0.8891415594134509
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,231,3.696,12.116134643554688,0.8888140788249485
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,232,3.712,12.11165714263916,0.8884856188029405
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,233,3.728,12.10720157623291,0.888158767850263
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,234,3.744,12.10272216796875,0.887830167909183
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,235,3.7600000000000002,12.098272323608398,0.8875037367137222
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,236,3.7760000000000002,12.093762397766113,0.8871728980674868
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,237,3.7920000000000003,12.0892915725708,0.8868449277622316
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,238,3.8080000000000003,12.084790229797363,0.8865147187518211
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,239,3.8240000000000003,12.08041763305664,0.8861939542787847
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,240,3.84,12.075970649719238,0.8858677329619321
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,241,3.856,12.071598052978516,0.8855469684888957
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,242,3.872,12.067055702209473,0.8852137512184328
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,243,3.888,12.062630653381348,0.8848891389709106
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,244,3.904,12.058125495910645,0.8845586501223557
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,245,3.92,12.053726196289062,0.8842359267823083
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,246,3.936,12.049226760864258,0.8839058576909701
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,247,3.952,12.044812202453613,0.8835820149983451
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,248,3.968,12.040375709533691,0.8832565632363897
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,249,3.984,12.035969734191895,0.8829333501795896
rankine_flip_ppc2_coefpic0.1_t4,flip,2,0.1,250,4.0,12.031569480895996,0.8826105568800062
rankine_apic_ppc2_t4,apic,2,,0,0.0,13.575581550598145,1.0
rankine_apic_ppc2_t4,apic,2,,1,0.016,13.447887420654297,0.9905938372166295
rankine_apic_ppc2_t4,apic,2,,2,0.032,13.458053588867188,0.9913426941385226
rankine_apic_ppc2_t4,apic,2,,3,0.048,13.432740211486816,0.9894780685027056
rankine_apic_ppc2_t4,apic,2,,4,0.064,13.43729019165039,0.9898132276372602
rankine_apic_ppc2_t4,apic,2,,5,0.08,13.426061630249023,0.9889861130595519
rankine_apic_ppc2_t4,apic,2,,6,0.096,13.42058277130127,0.9885825311630907
rankine_apic_ppc2_t4,apic,2,,7,0.112,13.421195030212402,0.9886276311765856
rankine_apic_ppc2_t4,apic,2,,8,0.128,13.412835121154785,0.9880118263194265
rankine_apic_ppc2_t4,apic,2,,9,0.14400000000000002,13.40810489654541,0.9876633900780953
rankine_apic_ppc2_t4,apic,2,,10,0.16,13.408689498901367,0.9877064528635664
rankine_apic_ppc2_t4,apic,2,,11,0.176,13.39280891418457,0.9865366624823876
rankine_apic_ppc2_t4,apic,2,,12,0.192,13.390690803527832,0.9863806389154529
rankine_apic_ppc2_t4,apic,2,,13,0.20800000000000002,13.394158363342285,0.9866360651601062
rankine_apic_ppc2_t4,apic,2,,14,0.224,13.384632110595703,0.9859343454797317
rankine_apic_ppc2_t4,apic,2,,15,0.24,13.380755424499512,0.985648782310173
rankine_apic_ppc2_t4,apic,2,,16,0.256,13.385096549987793,0.985968556860685
rankine_apic_ppc2_t4,apic,2,,17,0.272,13.380903244018555,0.9856596709427147
rankine_apic_ppc2_t4,apic,2,,18,0.28800000000000003,13.37204647064209,0.9850072662303674
rankine_apic_ppc2_t4,apic,2,,19,0.304,13.366718292236328,0.9846147837141743
rankine_apic_ppc2_t4,apic,2,,20,0.32,13.369352340698242,0.9848088121211415
rankine_apic_ppc2_t4,apic,2,,21,0.336,13.361770629882812,0.9842503306456207
rankine_apic_ppc2_t4,apic,2,,22,0.352,13.369630813598633,0.984829324899865
rankine_apic_ppc2_t4,apic,2,,23,0.368,13.367205619812012,0.9846506810769405
rankine_apic_ppc2_t4,apic,2,,24,0.384,13.359703063964844,0.9840980302885227
rankine_apic_ppc2_t4,apic,2,,25,0.4,13.35497760772705,0.9837499452934027
rankine_apic_ppc2_t4,apic,2,,26,0.41600000000000004,13.348137855529785,0.9832461177283165
rankine_apic_ppc2_t4,apic,2,,27,0.432,13.356438636779785,0.983857567132459
rankine_apic_ppc2_t4,apic,2,,28,0.448,13.343424797058105,0.982898945973345
rankine_apic_ppc2_t4,apic,2,,29,0.464,13.349563598632812,0.9833511403454113
rankine_apic_ppc2_t4,apic,2,,30,0.48,13.34040355682373,0.9826763963740432
rankine_apic_ppc2_t4,apic,2,,31,0.496,13.340652465820312,0.9826947314262584
rankine_apic_ppc2_t4,apic,2,,32,0.512,13.336980819702148,0.9824242718437736
rankine_apic_ppc2_t4,apic,2,,33,0.528,13.334486961364746,0.9822405700754104
rankine_apic_ppc2_t4,apic,2,,34,0.544,13.335883140563965,0.9823434149659969
rankine_apic_ppc2_t4,apic,2,,35,0.56,13.326272010803223,0.9816354431030664
rankine_apic_ppc2_t4,apic,2,,36,0.5760000000000001,13.32851791381836,0.9818008800684564
rankine_apic_ppc2_t4,apic,2,,37,0.592,13.330952644348145,0.9819802263838029
rankine_apic_ppc2_t4,apic,2,,38,0.608,13.32145881652832,0.9812808951776635
rankine_apic_ppc2_t4,apic,2,,39,0.624,13.327018737792969,0.981690448259712
rankine_apic_ppc2_t4,apic,2,,40,0.64,13.320995330810547,0.9812467540459524
rankine_apic_ppc2_t4,apic,2,,41,0.656,13.31631851196289,0.9809022517621847
rankine_apic_ppc2_t4,apic,2,,42,0.672,13.32231616973877,0.9813440492464047
rankine_apic_ppc2_t4,apic,2,,43,0.6880000000000001,13.313752174377441,0.9807132110514141
rankine_apic_ppc2_t4,apic,2,,44,0.704,13.31998348236084,0.9811722195999741
rankine_apic_ppc2_t4,apic,2,,45,0.72,13.316925048828125,0.9809469302802263
rankine_apic_ppc2_t4,apic,2,,46,0.736,13.303850173950195,0.9799838131696114
rankine_apic_ppc2_t4,apic,2,,47,0.752,13.312444686889648,0.9806168993403526
rankine_apic_ppc2_t4,apic,2,,48,0.768,13.316312789916992,0.9809018302667315
rankine_apic_ppc2_t4,apic,2,,49,0.784,13.30986499786377,0.9804268751401911
rankine_apic_ppc2_t4,apic,2,,50,0.8,13.30744457244873,0.9802485825634777
rankine_apic_ppc2_t4,apic,2,,51,0.8160000000000001,13.300652503967285,0.9797482674605018
rankine_apic_ppc2_t4,apic,2,,52,0.8320000000000001,13.29862117767334,0.9795986365746077
rankine_apic_ppc2_t4,apic,2,,53,0.848,13.304698944091797,0.9800463349951728
rankine_apic_ppc2_t4,apic,2,,54,0.864,13.296853065490723,0.9794683944795617
rankine_apic_ppc2_t4,apic,2,,55,0.88,13.297183990478516,0.9794927709666064
rankine_apic_ppc2_t4,apic,2,,56,0.896,13.297005653381348,0.9794796343583143
rankine_apic_ppc2_t4,apic,2,,57,0.912,13.289299011230469,0.9789119502320649
rankine_apic_ppc2_t4,apic,2,,58,0.928,13.281729698181152,0.9783543819966928
rankine_apic_ppc2_t4,apic,2,,59,0.9440000000000001,13.284377098083496,0.9785493938930507
rankine_apic_ppc2_t4,apic,2,,60,0.96,13.286273956298828,0.9786891196357942
rankine_apic_ppc2_t4,apic,2,,61,0.976,13.269888877868652,0.9774821674054897
rankine_apic_ppc2_t4,apic,2,,62,0.992,13.280552864074707,0.9782676944318133
rankine_apic_ppc2_t4,apic,2,,63,1.008,13.283077239990234,0.9784536441759268
rankine_apic_ppc2_t4,apic,2,,64,1.024,13.280108451843262,0.9782349582849462
rankine_apic_ppc2_t4,apic,2,,65,1.04,13.277161598205566,0.9780178881265363
rankine_apic_ppc2_t4,apic,2,,66,1.056,13.28832721710205,0.9788403662542591
rankine_apic_ppc2_t4,apic,2,,67,1.072,13.27078914642334,0.9775484826901301
rankine_apic_ppc2_t4,apic,2,,68,1.088,13.276581764221191,0.9779751765872764
rankine_apic_ppc2_t4,apic,2,,69,1.104,13.272953987121582,0.9777079484699329
rankine_apic_ppc2_t4,apic,2,,70,1.12,13.271394729614258,0.9775930909589295
rankine_apic_ppc2_t4,apic,2,,71,1.1360000000000001,13.26324462890625,0.9769927409350554
rankine_apic_ppc2_t4,apic,2,,72,1.1520000000000001,13.272924423217773,0.9777057707434246
rankine_apic_ppc2_t4,apic,2,,73,1.168,13.268280982971191,0.9773637271831339
rankine_apic_ppc2_t4,apic,2,,74,1.184,13.26472282409668,0.9771016272604713
rankine_apic_ppc2_t4,apic,2,,75,1.2,13.265124320983887,0.9771312021914391
rankine_apic_ppc2_t4,apic,2,,76,1.216,13.27031421661377,0.9775134985675126
rankine_apic_ppc2_t4,apic,2,,77,1.232,13.265246391296387,0.9771401940944413
rankine_apic_ppc2_t4,apic,2,,78,1.248,13.25860595703125,0.9766510486209757
rankine_apic_ppc2_t4,apic,2,,79,1.264,13.256518363952637,0.9764972730297915
rankine_apic_ppc2_t4,apic,2,,80,1.28,13.249720573425293,0.9759965364313624
rankine_apic_ppc2_t4,apic,2,,81,1.296,13.25410270690918,0.9763193316992891
rankine_apic_ppc2_t4,apic,2,,82,1.312,13.25472354888916,0.9763650639559638
rankine_apic_ppc2_t4,apic,2,,83,1.328,13.259636878967285,0.9767269880517981
rankine_apic_ppc2_t4,apic,2,,84,1.344,13.255114555358887,0.9763938661452675
rankine_apic_ppc2_t4,apic,2,,85,1.36,13.248723030090332,0.9759230557240172
rankine_apic_ppc2_t4,apic,2,,86,1.3760000000000001,13.24766731262207,0.9758452898128974
rankine_apic_ppc2_t4,apic,2,,87,1.3920000000000001,13.246773719787598,0.9757794662729524
rankine_apic_ppc2_t4,apic,2,,88,1.408,13.242437362670898,0.9754600429686515
rankine_apic_ppc2_t4,apic,2,,89,1.424,13.2358980178833,0.9749783439148596
rankine_apic_ppc2_t4,apic,2,,90,1.44,13.240212440490723,0.9752961514865899
rankine_apic_ppc2_t4,apic,2,,91,1.456,13.245471000671387,0.9756835058081019
rankine_apic_ppc2_t4,apic,2,,92,1.472,13.23758602142334,0.9751026850735605
rankine_apic_ppc2_t4,apic,2,,93,1.488,13.24178695678711,0.9754121329854685
rankine_apic_ppc2_t4,apic,2,,94,1.504,13.235636711120605,0.9749590956224957
rankine_apic_ppc2_t4,apic,2,,95,1.52,13.230208396911621,0.9745592369358713
rankine_apic_ppc2_t4,apic,2,,96,1.536,13.230789184570312,0.9746020187243735
rankine_apic_ppc2_t4,apic,2,,97,1.552,13.230514526367188,0.9745817869426188
rankine_apic_ppc2_t4,apic,2,,98,1.568,13.23379135131836,0.9748231633388312
rankine_apic_ppc2_t4,apic,2,,99,1.584,13.24250602722168,0.9754651009140901
rankine_apic_ppc2_t4,apic,2,,100,1.6,13.229398727416992,0.9744995953292402
rankine_apic_ppc2_t4,apic,2,,101,1.616,13.233922004699707,0.9748327874850132
rankine_apic_ppc2_t4,apic,2,,102,1.6320000000000001,13.23160171508789,0.9746618710787313
rankine_apic_ppc2_t4,apic,2,,103,1.6480000000000001,13.228856086730957,0.9744596235104263
rankine_apic_ppc2_t4,apic,2,,104,1.6640000000000001,13.217691421508789,0.9736372156319457
rankine_apic_ppc2_t4,apic,2,,105,1.68,13.23137378692627,0.9746450815098445
rankine_apic_ppc2_t4,apic,2,,106,1.696,13.21920108795166,0.9737484201823544
rankine_apic_ppc2_t4,apic,2,,107,1.712,13.222898483276367,0.9740207764943788
rankine_apic_ppc2_t4,apic,2,,108,1.728,13.2223482131958,0.9739802426816271
rankine_apic_ppc2_t4,apic,2,,109,1.744,13.210286140441895,0.9730917302662326
rankine_apic_ppc2_t4,apic,2,,110,1.76,13.22862720489502,0.9744427636922973
rankine_apic_ppc2_t4,apic,2,,111,1.776,13.21998405456543,0.9738060948102037
rankine_apic_ppc2_t4,apic,2,,112,1.792,13.209667205810547,0.9730461385080423
rankine_apic_ppc2_t4,apic,2,,113,1.808,13.216574668884277,0.973554953769325
rankine_apic_ppc2_t4,apic,2,,114,1.824,13.215094566345215,0.9734459269454245
rankine_apic_ppc2_t4,apic,2,,115,1.84,13.21969985961914,0.973785160536027
rankine_apic_ppc2_t4,apic,2,,116,1.856,13.216955184936523,0.9735829832169643
rankine_apic_ppc2_t4,apic,2,,117,1.872,13.21109390258789,0.9731512313743793
rankine_apic_ppc2_t4,apic,2,,118,1.8880000000000001,13.207093238830566,0.9728565358033342
rankine_apic_ppc2_t4,apic,2,,119,1.9040000000000001,13.216668128967285,0.9735618381950609
rankine_apic_ppc2_t4,apic,2,,120,1.92,13.208358764648438,0.9729497565477386
rankine_apic_ppc2_t4,apic,2,,121,1.936,13.204721450805664,0.9726818259379731
rankine_apic_ppc2_t4,apic,2,,122,1.952,13.20518970489502,0.9727163183158952
rankine_apic_ppc2_t4,apic,2,,123,1.968,13.208638191223145,0.9729703395757044
rankine_apic_ppc2_t4,apic,2,,124,1.984,13.217438697814941,0.9736185995827616
rankine_apic_ppc2_t4,apic,2,,125,2.0,13.19987964630127,0.9723251705353041
rankine_apic_ppc2_t4,apic,2,,126,2.016,13.201300621032715,0.9724298419061879
rankine_apic_ppc2_t4,apic,2,,127,2.032,13.199671745300293,0.9723098562005037
rankine_apic_ppc2_t4,apic,2,,128,2.048,13.198183059692383,0.9722001971334234
rankine_apic_ppc2_t4,apic,2,,129,2.064,13.197111129760742,0.9721212369851864
rankine_apic_ppc2_t4,apic,2,,130,2.08,13.19837474822998,0.9722143172311064
rankine_apic_ppc2_t4,apic,2,,131,2.096,13.200736999511719,0.9723883246040455
rankine_apic_ppc2_t4,apic,2,,132,2.112,13.197728157043457,0.9721666882448923
rankine_apic_ppc2_t4,apic,2,,133,2.128,13.19028091430664,0.9716181119125222
rankine_apic_ppc2_t4,apic,2,,134,2.144,13.185173034667969,0.9712418569712784
rankine_apic_ppc2_t4,apic,2,,135,2.16,13.182753562927246,0.9710636346438072
rankine_apic_ppc2_t4,apic,2,,136,2.176,13.195612907409668,0.9720108754256841
rankine_apic_ppc2_t4,apic,2,,137,2.192,13.19143009185791,0.9717027622493779
rankine_apic_ppc2_t4,apic,2,,138,2.208,13.191436767578125,0.9717032539940733
rankine_apic_ppc2_t4,apic,2,,139,2.224,13.188861846923828,0.971513581040123
rankine_apic_ppc2_t4,apic,2,,140,2.24,13.189336776733398,0.9715485651627405
rankine_apic_ppc2_t4,apic,2,,141,2.2560000000000002,13.191642761230469,0.9717184278303894
rankine_apic_ppc2_t4,apic,2,,142,2.2720000000000002,13.179896354675293,0.9708531679141644
rankine_apic_ppc2_t4,apic,2,,143,2.2880000000000003,13.187979698181152,0.9714486004910844
rankine_apic_ppc2_t4,apic,2,,144,2.3040000000000003,13.189899444580078,0.9715900122156407
rankine_apic_ppc2_t4,apic,2,,145,2.32,13.179422378540039,0.9708182540407891
rankine_apic_ppc2_t4,apic,2,,146,2.336,13.196187019348145,0.9720531654694908
rankine_apic_ppc2_t4,apic,2,,147,2.352,13.185033798217773,0.9712316005819166
rankine_apic_ppc2_t4,apic,2,,148,2.368,13.181099891662598,0.9709418224578257
rankine_apic_ppc2_t4,apic,2,,149,2.384,13.172882080078125,0.970336484737755
rankine_apic_ppc2_t4,apic,2,,150,2.4,13.17903995513916,0.9707900840946654
rankine_apic_ppc2_t4,apic,2,,151,2.416,13.17816162109375,0.9707253845425956
rankine_apic_ppc2_t4,apic,2,,152,2.432,13.172842979431152,0.9703336045188247
rankine_apic_ppc2_t4,apic,2,,153,2.448,13.172812461853027,0.9703313565430741
rankine_apic_ppc2_t4,apic,2,,154,2.464,13.183930397033691,0.9711503222086868
rankine_apic_ppc2_t4,apic,2,,155,2.48,13.173001289367676,0.9703452658930305
rankine_apic_ppc2_t4,apic,2,,156,2.496,13.165410041809082,0.9697860819250878
rankine_apic_ppc2_t4,apic,2,,157,2.512,13.170658111572266,0.9701726635049356
rankine_apic_ppc2_t4,apic,2,,158,2.528,13.175931930541992,0.970561141814323
rankine_apic_ppc2_t4,apic,2,,159,2.544,13.16369342803955,0.9696596332891207
rankine_apic_ppc2_t4,apic,2,,160,2.56,13.172588348388672,0.9703148479711562
rankine_apic_ppc2_t4,apic,2,,161,2.576,13.16281509399414,0.9695949337370511
rankine_apic_ppc2_t4,apic,2,,162,2.592,13.169896125793457,0.9701165343604147
rankine_apic_ppc2_t4,apic,2,,163,2.608,13.163229942321777,0.9696254921574097
rankine_apic_ppc2_t4,apic,2,,164,2.624,13.161017417907715,0.9694625139154968
rankine_apic_ppc2_t4,apic,2,,165,2.64,13.16373348236084,0.9696625837572934
rankine_apic_ppc2_t4,apic,2,,166,2.656,13.154767990112305,0.9690021706313349
rankine_apic_ppc2_t4,apic,2,,167,2.672,13.159394264221191,0.9693429497052658
rankine_apic_ppc2_t4,apic,2,,168,2.688,13.155330657958984,0.9690436176842351
rankine_apic_ppc2_t4,apic,2,,169,2.704,13.161636352539062,0.9695081056736871
rankine_apic_ppc2_t4,apic,2,,170,2.72,13.157231330871582,0.9691836244239475
rankine_apic_ppc2_t4,apic,2,,171,2.736,13.155046463012695,0.9690226834100584
rankine_apic_ppc2_t4,apic,2,,172,2.7520000000000002,13.145275115966797,0.9683029096744377
rankine_apic_ppc2_t4,apic,2,,173,2.7680000000000002,13.154312133789062,0.9689685914935614
rankine_apic_ppc2_t4,apic,2,,174,2.7840000000000003,13.15194320678711,0.9687940923759271
rankine_apic_ppc2_t4,apic,2,,175,2.8000000000000003,13.148598670959473,0.9685477282835181
rankine_apic_ppc2_t4,apic,2,,176,2.816,13.158370018005371,0.9692675020191388
rankine_apic_ppc2_t4,apic,2,,177,2.832,13.151399612426758,0.9687540503078708
rankine_apic_ppc2_t4,apic,2,,178,2.848,13.15619945526123,0.9691076147438829
rankine_apic_ppc2_t4,apic,2,,179,2.864,13.154000282287598,0.9689456199913608
rankine_apic_ppc2_t4,apic,2,,180,2.88,13.14508056640625,0.9682885788290281
rankine_apic_ppc2_t4,apic,2,,181,2.896,13.146696090698242,0.9684075810453213
rankine_apic_ppc2_t4,apic,2,,182,2.912,13.156408309936523,0.9691229993279254
rankine_apic_ppc2_t4,apic,2,,183,2.928,13.147061347961426,0.9684344865050855
rankine_apic_ppc2_t4,apic,2,,184,2.944,13.131649017333984,0.9672991885018288
rankine_apic_ppc2_t4,apic,2,,185,2.96,13.149242401123047,0.9685951465220057
rankine_apic_ppc2_t4,apic,2,,186,2.976,13.15343189239502,0.9689037514430072
rankine_apic_ppc2_t4,apic,2,,187,2.992,13.1527681350708,0.9688548579704334
rankine_apic_ppc2_t4,apic,2,,188,3.008,13.153389930725098,0.9689006604763503
rankine_apic_ppc2_t4,apic,2,,189,3.024,13.14422607421875,0.9682256355080133
rankine_apic_ppc2_t4,apic,2,,190,3.04,13.146648406982422,0.9684040685832112
rankine_apic_ppc2_t4,apic,2,,191,3.056,13.131858825683594,0.9673146433351136
rankine_apic_ppc2_t4,apic,2,,192,3.072,13.134499549865723,0.9675091634867762
rankine_apic_ppc2_t4,apic,2,,193,3.088,13.137077331542969,0.9676990471884532
rankine_apic_ppc2_t4,apic,2,,194,3.104,13.142094612121582,0.9680686284516877
rankine_apic_ppc2_t4,apic,2,,195,3.12,13.138607025146484,0.9678117269729483
rankine_apic_ppc2_t4,apic,2,,196,3.136,13.136012077331543,0.9676205787849115
rankine_apic_ppc2_t4,apic,2,,197,3.152,13.141780853271484,0.9680455164510027
rankine_apic_ppc2_t4,apic,2,,198,3.168,13.144437789916992,0.9682412308397826
rankine_apic_ppc2_t4,apic,2,,199,3.184,13.13608169555664,0.9676257069795924
rankine_apic_ppc2_t4,apic,2,,200,3.2,13.125529289245605,0.9668483991146066
rankine_apic_ppc2_t4,apic,2,,201,3.216,13.131155967712402,0.9672628696436094
rankine_apic_ppc2_t4,apic,2,,202,3.232,13.123992919921875,0.9667352275854162
rankine_apic_ppc2_t4,apic,2,,203,3.248,13.140852928161621,0.9679771639383383
rankine_apic_ppc2_t4,apic,2,,204,3.2640000000000002,13.133074760437012,0.9674042111189236
rankine_apic_ppc2_t4,apic,2,,205,3.2800000000000002,13.127446174621582,0.9669896000914364
rankine_apic_ppc2_t4,apic,2,,206,3.2960000000000003,13.13239574432373,0.9673541936584744
rankine_apic_ppc2_t4,apic,2,,207,3.3120000000000003,13.132230758666992,0.9673420405395732
rankine_apic_ppc2_t4,apic,2,,208,3.3280000000000003,13.126213073730469,0.9668987678212668
rankine_apic_ppc2_t4,apic,2,,209,3.344,13.123946189880371,0.9667317853725482
rankine_apic_ppc2_t4,apic,2,,210,3.36,13.11683177947998,0.9662077260257075
rankine_apic_ppc2_t4,apic,2,,211,3.376,13.122820854187012,0.9666488912667477
rankine_apic_ppc2_t4,apic,2,,212,3.392,13.127556800842285,0.9669977490035321
rankine_apic_ppc2_t4,apic,2,,213,3.408,13.128819465637207,0.96709075900021
rankine_apic_ppc2_t4,apic,2,,214,3.424,13.118659019470215,0.96634232357377
rankine_apic_ppc2_t4,apic,2,,215,3.44,13.12937068939209,0.9671313630622038
rankine_apic_ppc2_t4,apic,2,,216,3.456,13.127878189086914,0.9670214229981547
rankine_apic_ppc2_t4,apic,2,,217,3.472,13.126534461975098,0.9669224418158895
rankine_apic_ppc2_t4,apic,2,,218,3.488,13.107762336730957,0.9655396557323487
rankine_apic_ppc2_t4,apic,2,,219,3.504,13.111492156982422,0.965814400518608
rankine_apic_ppc2_t4,apic,2,,220,3.52,13.123374938964844,0.9666897060764681
rankine_apic_ppc2_t4,apic,2,,221,3.536,13.11266803741455,0.9659010178342453
rankine_apic_ppc2_t4,apic,2,,222,3.552,13.118565559387207,0.9663354391480341
rankine_apic_ppc2_t4,apic,2,,223,3.568,13.11949634552002,0.9664040024084251
rankine_apic_ppc2_t4,apic,2,,224,3.584,13.125384330749512,0.9668377212297916
rankine_apic_ppc2_t4,apic,2,,225,3.6,13.114768028259277,0.9660557066655783
rankine_apic_ppc2_t4,apic,2,,226,3.616,13.11396312713623,0.9659964163051582
rankine_apic_ppc2_t4,apic,2,,227,3.632,13.109661102294922,0.9656795219735765
rankine_apic_ppc2_t4,apic,2,,228,3.648,13.11784839630127,0.9662826117178968
rankine_apic_ppc2_t4,apic,2,,229,3.664,13.1075439453125,0.9655235686558841
rankine_apic_ppc2_t4,apic,2,,230,3.68,13.120468139648438,0.9664755863862308
rankine_apic_ppc2_t4,apic,2,,231,3.696,13.105557441711426,0.9653772394843734
rankine_apic_ppc2_t4,apic,2,,232,3.712,13.10539436340332,0.9653652268639565
rankine_apic_ppc2_t4,apic,2,,233,3.728,13.101523399353027,0.965080085189851
rankine_apic_ppc2_t4,apic,2,,234,3.744,13.111429214477539,0.9658097640686225
rankine_apic_ppc2_t4,apic,2,,235,3.7600000000000002,13.109414100646973,0.9656613274198458
rankine_apic_ppc2_t4,apic,2,,236,3.7760000000000002,13.114147186279297,0.9660099744089036
rankine_apic_ppc2_t4,apic,2,,237,3.7920000000000003,13.097378730773926,0.9647747819832331
rankine_apic_ppc2_t4,apic,2,,238,3.8080000000000003,13.104872703552246,0.965326800528471
rankine_apic_ppc2_t4,apic,2,,239,3.8240000000000003,13.107343673706055,0.9655088163150212
rankine_apic_ppc2_t4,apic,2,,240,3.84,13.111908912658691,0.9658450994374511
rankine_apic_ppc2_t4,apic,2,,241,3.856,13.098655700683594,0.964868845718544
rankine_apic_ppc2_t4,apic,2,,242,3.872,13.110374450683594,0.9657320684067451
rankine_apic_ppc2_t4,apic,2,,243,3.888,13.103543281555176,0.9652288730848388
rankine_apic_ppc2_t4,apic,2,,244,3.904,13.107696533203125,0.9655348085346366
rankine_apic_ppc2_t4,apic,2,,245,3.92,13.105626106262207,0.9653822974298121
rankine_apic_ppc2_t4,apic,2,,246,3.936,13.088384628295898,0.9641122613800084
rankine_apic_ppc2_t4,apic,2,,247,3.952,13.095630645751953,0.9646460151222733
rankine_apic_ppc2_t4,apic,2,,248,3.968,13.10684871673584,0.9654723569583173
rankine_apic_ppc2_t4,apic,2,,249,3.984,13.096820831298828,0.9647336861765438
rankine_apic_ppc2_t4,apic,2,,250,4.0,13.096450805664062,0.9647064294705687
