time,normVelocity
0.0,0.0
1.0,4.994443416595459
2.0,5.000946044921875
3.0,4.995173931121826
4.0,4.999404430389404
5.0,4.999597072601318
6.0,5.000302791595459
7.0,5.005363941192627
8.0,5.010255813598633
9.0,5.01413631439209
10.0,5.026639938354492
11.0,5.040292739868164
12.0,5.052744388580322
13.0,5.068544387817383
14.0,5.085184097290039
15.0,5.097675323486328
16.0,5.1116204261779785
17.0,5.131359577178955
18.0,5.150723934173584
19.0,5.17462682723999
20.0,5.200877666473389
21.0,5.230991363525391
22.0,5.264848709106445
23.0,5.3019819259643555
24.0,5.340096950531006
25.0,5.378911018371582
26.0,5.418141841888428
27.0,5.457321643829346
28.0,5.501987934112549
29.0,5.536417007446289
30.0,5.558891773223877
31.0,5.568053722381592
32.0,5.572576522827148
33.0,5.571500778198242
34.0,5.583178997039795
35.0,5.609325885772705
36.0,5.660113334655762
37.0,5.738183498382568
38.0,5.864120960235596
39.0,6.024611949920654
40.0,6.234407901763916
41.0,6.495805263519287
42.0,6.781181812286377
43.0,7.194098949432373
44.0,7.604801654815674
45.0,8.0442533493042
46.0,8.55787467956543
47.0,8.840130805969238
48.0,8.384662628173828
49.0,7.316967010498047
50.0,5.885238170623779
51.0,4.302185535430908
52.0,3.0093231201171875
53.0,2.4886343479156494
54.0,1.9658147096633911
55.0,2.1652274131774902
56.0,2.929384469985962
57.0,3.574265956878662
58.0,4.286745071411133
59.0,5.001254558563232
60.0,5.695948123931885
61.0,6.388428688049316
62.0,7.068675994873047
63.0,7.691962718963623
64.0,7.27477502822876
65.0,5.409042835235596
66.0,5.054955005645752
67.0,4.733508110046387
68.0,4.328622341156006
69.0,3.879624366760254
70.0,3.6417150497436523
71.0,3.753338098526001
72.0,4.081048011779785
73.0,4.618871212005615
74.0,5.250882625579834
75.0,5.911569118499756
76.0,6.770932674407959
77.0,7.935534477233887
78.0,7.714939594268799
79.0,7.376859664916992
80.0,6.726442813873291
81.0,6.016286849975586
82.0,5.227478504180908
83.0,4.3778276443481445
84.0,3.559922695159912
85.0,3.1825456619262695
86.0,3.6271495819091797
87.0,4.37760591506958
88.0,5.144340515136719
89.0,5.950031280517578
90.0,6.9194793701171875
91.0,8.108003616333008
92.0,7.490070819854736
93.0,6.9851460456848145
94.0,6.319478988647461
95.0,5.578021049499512
96.0,4.789198398590088
97.0,4.039587497711182
98.0,3.5763425827026367
99.0,3.745363712310791
100.0,4.283114910125732
101.0,4.947333812713623
102.0,5.677634239196777
103.0,6.519351482391357
104.0,7.513596534729004
105.0,7.234862804412842
106.0,6.583377838134766
107.0,6.042458534240723
108.0,5.421034336090088
109.0,4.732990741729736
110.0,4.033287048339844
111.0,3.467231512069702
112.0,3.4773056507110596
113.0,3.9210174083709717
114.0,4.540561676025391
115.0,5.224740028381348
116.0,5.9833807945251465
117.0,6.945374011993408
118.0,8.112696647644043
119.0,7.39927864074707
120.0,6.811216831207275
121.0,6.158292293548584
122.0,5.454610824584961
123.0,4.680866241455078
124.0,3.9180498123168945
125.0,3.4368040561676025
126.0,3.6995887756347656
127.0,4.3438591957092285
128.0,5.096802234649658
129.0,5.924121856689453
130.0,6.931502342224121
131.0,7.650546073913574
132.0,7.106861114501953
133.0,6.717029094696045
134.0,6.165070056915283
135.0,5.499367713928223
136.0,4.795276165008545
137.0,4.12648344039917
138.0,3.804959774017334
139.0,4.009122848510742
140.0,4.539492607116699
141.0,5.206331253051758
142.0,6.030510425567627
143.0,6.975384712219238
144.0,7.394053936004639
145.0,6.888600826263428
146.0,6.509997844696045
147.0,5.971505641937256
148.0,5.3451104164123535
149.0,4.642652988433838
150.0,3.9450223445892334
151.0,3.6096930503845215
152.0,3.912771463394165
153.0,4.50538969039917
154.0,5.183873653411865
155.0,5.958783149719238
156.0,6.85000467300415
157.0,7.695014476776123
158.0,6.988854885101318
159.0,6.482874870300293
160.0,5.92385196685791
161.0,5.301626205444336
162.0,4.586690425872803
163.0,3.835036516189575
164.0,3.3405046463012695
165.0,3.5037026405334473
166.0,4.040833473205566
167.0,4.714538097381592
168.0,5.431437969207764
169.0,6.228647232055664
170.0,7.255713939666748
171.0,8.142788887023926
172.0,7.664669036865234
173.0,7.038613319396973
174.0,6.295757293701172
175.0,5.532989501953125
176.0,4.733327388763428
177.0,3.9478633403778076
178.0,3.4260289669036865
179.0,3.667297840118408
180.0,4.275676727294922
181.0,4.9668097496032715
182.0,5.7158918380737305
183.0,6.579732418060303
184.0,7.542097091674805
185.0,6.977087497711182
186.0,6.431389808654785
187.0,5.865397930145264
188.0,5.242954254150391
189.0,4.553606986999512
190.0,3.838142156600952
191.0,3.450326442718506
192.0,3.759765148162842
193.0,4.375214099884033
194.0,5.06740665435791
195.0,5.827365875244141
196.0,6.668057918548584
197.0,7.393499374389648
198.0,6.732976913452148
199.0,6.263809680938721
200.0,5.756791591644287
