test,method,ppc,flip_coef_pic,threads,repeat,run,config,raw_folder,reference_config,reason
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,/home/lpd/cours/master/pi/PICM/PostPro/data/misc/study_vorticity/configs/falling-block-water/falling-block-water_pic_ppc3_t1_r0.json,/home/lpd/cours/master/pi/PICM/PostPro/data/misc/study_vorticity/runs/falling-block-water/falling-block-water_pic_ppc3_t1_r0/raw,/home/lpd/cours/master/pi/PICM/test/PIC/extra/freeFallInWater.json,falling block in water; useful for vorticity and energy conservation
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,/home/lpd/cours/master/pi/PICM/PostPro/data/misc/study_vorticity/configs/falling-block-water/falling-block-water_flip_ppc3_coefpic0_t1_r0.json,/home/lpd/cours/master/pi/PICM/PostPro/data/misc/study_vorticity/runs/falling-block-water/falling-block-water_flip_ppc3_coefpic0_t1_r0/raw,/home/lpd/cours/master/pi/PICM/test/PIC/extra/freeFallInWater.json,falling block in water; useful for vorticity and energy conservation
