test,method,ppc,flip_coef_pic,threads,repeat,run,sample,step,time,kinetic_energy,normalized_ke,velocity_l2,normalized_velocity_l2
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,36,2232,22.32,2029.666900634766,3.3805843591973415,2.0147788467396444,1.8386365489670167
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,37,2294,22.94,1662.3765563964848,2.7688307790272058,1.8233905541032533,1.6639804022365183
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,38,2356,23.56,1532.172546386719,2.5519648294439863,1.7505270899855958,1.5974870357671096
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,39,2418,24.18,1523.8589477539067,2.5381178176520813,1.7457714327791634,1.5931471424987964
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,40,2480,24.8,1652.457885742188,2.752310382075638,1.8179427305293134,1.6590088553337012
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,0,0,0.0,0.0,0.0,0.0,0.0
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,1,62,0.62,600.8657455444337,1.0,1.0962351440675797,1.0
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,2,124,1.24,2436.126861572266,4.054361360481509,2.2073182197283048,2.0135444769067083
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,3,186,1.86,5468.297119140626,9.100697052027654,3.307052197695291,3.016736158835846
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,4,248,2.48,9736.783447265627,16.20459065850609,4.4128864583774705,4.025492598242616
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,5,310,3.1,15225.700683593754,25.339605055698456,5.518278841014425,5.0338459507317515
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,6,372,3.72,21907.609863281254,36.46007452701628,6.619306589557739,6.038217827059263
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,7,434,4.34,21453.208007812504,35.70382929446932,6.550298925669347,5.975268135780128
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,8,496,4.96,17841.716308593754,29.69334903993852,5.973561133627705,5.449160397707019
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,9,558,5.58,13446.904296875004,22.379215983915017,5.18592408291425,4.730667604462927
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,10,620,6.2,8294.690551757814,13.804565517779922,4.073006396203623,3.7154495714219995
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,11,682,6.82,4958.033447265626,8.251482937795432,3.148978706585875,2.8725394580049604
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,12,744,7.44,4298.949584960938,7.154592547234885,2.932217449290192,2.6748070112131246
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,13,806,8.06,5707.799682617188,9.49929285358987,3.378697880135834,3.0820922850540784
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,14,868,8.68,8038.561401367189,13.37829866484333,4.009628761211489,3.6576356659518905
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,15,930,9.3,10870.151367187502,18.090815540397053,4.662649754632553,4.253329935520763
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,16,992,9.92,11556.101074218752,19.23241782363209,4.807515174020515,4.3854780610136554
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,17,1054,10.540000000000001,12226.057128906252,20.347402426524482,4.944907911964843,4.510809509004396
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,18,1116,11.16,10778.383789062502,17.938089946026796,4.6429266177837665,4.2353382327774955
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,19,1178,11.78,10903.513183593752,18.14633845321682,4.669799392606443,4.25985192855536
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,20,1240,12.4,10401.892089843752,17.311507881712885,4.561116549671528,4.16071002134406
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,21,1302,13.02,10148.952636718752,16.890549531198467,4.505319663846008,4.109811374162867
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,22,1364,13.64,8278.216552734377,13.777148413134507,4.068959708017364,3.711758129665039
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,23,1426,14.26,5818.646240234376,9.683770931162343,3.4113476047551576,3.111875789803048
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,24,1488,14.88,4121.748657226563,6.859683195106955,2.8711491278672945,2.6190996917083846
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,25,1550,15.5,4120.592651367188,6.857759294688355,2.8707464713440607,2.6187323831747977
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,26,1612,16.12,4263.442382812501,7.09549914340594,2.9200830066326886,2.6637378143139276
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,27,1674,16.740000000000002,3576.4700317382817,5.952194909193411,2.674498095620291,2.439712054565746
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,28,1736,17.36,2730.509643554688,4.5442924044215935,2.336882386237993,2.131734599902529
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,29,1798,17.98,2322.264251708985,3.8648637718644165,2.1551168189724588,1.9659256781130912
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,30,1860,18.6,2446.16683959961,4.071070547353605,2.211862038916356,2.0176894080491192
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,31,1922,19.22,2337.7485656738286,3.890633778025799,2.1622897889384896,1.972468954895311
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,32,1984,19.84,1785.3762817382817,2.971339762629644,1.8896435016892905,1.7237574546987882
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,33,2046,20.46,1251.7356872558596,2.083220247680593,1.5822361942869716,1.4433364984232173
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,34,2108,21.080000000000002,1524.576568603516,2.537299854266321,1.7461824467125513,1.5928904087432763
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,35,2170,21.7,1117.023620605469,1.8590236319651636,1.4946729545994126,1.363460168822384
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,36,2232,22.32,1021.3370513916018,1.6997757967816696,1.4292215023512638,1.3037545001961335
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,37,2294,22.94,976.5111541748048,1.6251736122684204,1.3975057453726656,1.2748229729136593
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,38,2356,23.56,972.7585601806642,1.6189283003631119,1.394817952408603,1.2723711331066545
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,39,2418,24.18,943.8608551025393,1.5708348530457896,1.3739438526392111,1.2533295069716461
falling-block-water,flip,3,0.1,32,0,falling-block-water_flip_ppc3_coefpic0p1_t32_r0,40,2480,24.8,821.9973754882815,1.368021694669055,1.2821835870796985,1.1696245956156424
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,0,0,0.0,0.0,0.0,0.0,0.0
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,1,62,0.62,600.8665847778321,1.0,1.0962359096269672,1.0
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,2,124,1.24,2436.13510131836,4.054369410838698,2.2073219526468537,2.0135464759569612
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,3,186,1.86,5446.703491210939,9.064746865936694,3.3005161690895983,3.0107718056898127
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,4,248,2.48,9706.099853515627,16.153502456962915,4.405927791853976,4.019142005075576
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,5,310,3.1,15213.828125000002,25.319810604254602,5.516126924754361,5.031879430615822
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,6,372,3.72,21838.701171875004,36.345341420424916,6.60888813218608,6.028709764155589
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,7,434,4.34,22492.490234375004,37.4334183397659,6.707084349309319,6.118285571936465
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,8,496,4.96,19027.34008789063,31.666497305597225,6.168847556536088,5.627299290565345
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,9,558,5.58,15394.249267578129,25.62007882876377,5.548738463394743,5.061628080841556
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,10,620,6.2,9643.848876953127,16.049900462544276,4.391776150250176,4.006232701996264
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,11,682,6.82,6364.372558593751,10.591989502872673,3.567736693926207,3.254533684396687
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,12,744,7.44,6864.782714843751,11.424803589938314,3.70534282215391,3.3800597021263274
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,13,806,8.06,10439.282226562502,17.37371072219365,4.569306780368878,4.168178345775724
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,14,868,8.68,12989.436035156252,21.61783724411808,5.0969473285793825,4.649498601367473
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,15,930,9.3,11692.554931640627,19.45948606205802,4.835815325597252,4.411290747848981
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,16,992,9.92,13053.858642578127,21.725053403335345,5.109571144935381,4.661014203296891
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,17,1054,10.540000000000001,12289.135742187502,20.452353406757272,4.957647777361256,4.522427822172209
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,18,1116,11.16,12024.061279296877,20.011199796944478,4.903888514086933,4.473387955112376
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,19,1178,11.78,12310.274658203127,20.487534121663295,4.961909845654821,4.526315733757787
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,20,1240,12.4,12397.977294921879,20.63349437131036,4.979553653676578,4.542410634378002
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,21,1302,13.02,11887.862548828129,19.784529294841075,4.876035797413331,4.447980361337163
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,22,1364,13.64,9051.478271484377,15.06404000620391,4.254756931126472,3.881242070034271
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,23,1426,14.26,7764.388427734376,12.921984055088078,3.9406569065916854,3.5947161299730026
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,24,1488,14.88,6945.749511718751,11.559553630839552,3.727130132345462,3.3999343568427247
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,25,1550,15.5,5946.815185546877,9.897064233894262,3.448714306969157,3.1459599860605767
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,26,1612,16.12,5855.877685546876,9.74572032111265,3.422244200973062,3.121813626902261
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,27,1674,16.740000000000002,5688.771972656251,9.46761247300788,3.373061509269065,3.076948565219751
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,28,1736,17.36,4761.564941406251,7.924496156108963,3.0859568828505206,2.815048162307168
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,29,1798,17.98,3950.6024169921884,6.574841266057268,2.810908186687067,2.564145328575833
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,30,1860,18.6,2816.427612304688,4.687276150238992,2.3733636941289413,2.165011812955992
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,31,1922,19.22,2458.059997558594,4.090858203518592,2.2172325081319704,2.0225870076509915
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,32,1984,19.84,2086.508178710938,3.4724982742756705,2.0427962104482855,1.863464052316457
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,33,2046,20.46,1870.3601074218755,3.1127710456946662,1.9340941587326483,1.7643046918530445
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,34,2108,21.080000000000002,1916.3085937500005,3.1892414094861796,1.9577071250572697,1.785844732748673
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,35,2170,21.7,1894.3443298339848,3.1526870986417235,1.946455409113697,1.7755807778419217
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,36,2232,22.32,1635.9959411621096,2.7227274450068015,1.8088648048774179,1.6500689212898962
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,37,2294,22.94,1525.3674316406255,2.538612514464627,1.7466352977313984,1.593302392662682
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,38,2356,23.56,1502.6797485351567,2.5008542438597514,1.7335972707264837,1.5814089426393643
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,39,2418,24.18,1531.5846252441409,2.5489595594843033,1.7501912039798058,1.596546134467872
falling-block-water,apic,3,,32,0,falling-block-water_apic_ppc3_t32_r0,40,2480,24.8,1490.9999084472659,2.4814159186411686,1.726846784429508,1.5752510652721896
