test,method,ppc,flip_coef_pic,threads,repeat,run,sample,step,time,kinetic_energy,normalized_ke,velocity_l2,normalized_velocity_l2
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,11,682,6.82,5280.036621093751,8.794353995562698,3.249626631197421,2.965527608295478
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,12,744,7.44,4037.649841308594,6.725052222694584,2.841707177493344,2.593270564884155
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,13,806,8.06,6139.086914062501,10.225175961110747,3.504022521064184,3.197682905028381
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,14,868,8.68,8644.213867187502,14.397679830040918,4.1579355134940466,3.794427470652314
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,15,930,9.3,12923.585205078129,21.525339943898054,5.084011251969871,4.639540919519737
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,16,992,9.92,16041.875000000004,26.719119132424378,5.66425193648729,5.169053988151447
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,17,1054,10.540000000000001,14710.925292968754,24.502308205931477,5.424191237957738,4.949980626823854
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,18,1116,11.16,14690.482177734377,24.4682584435823,5.420421049648151,4.946540047708328
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,19,1178,11.78,13266.733398437502,22.096882700492607,5.151064627518762,4.700732145154902
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,20,1240,12.4,11358.334960937504,18.918281370928888,4.7662007848888415,4.349515073077559
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,21,1302,13.02,11311.865234375002,18.840882054447825,4.756440945575799,4.340608488961867
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,22,1364,13.64,9324.690551757814,15.531072129997833,4.318492920396609,3.940948125768447
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,23,1426,14.26,7620.950927734376,12.693347613074833,3.9040878391077154,3.5627724615915106
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,24,1488,14.88,6560.131835937502,10.92646240223315,3.6221904521815254,3.305519989688937
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,25,1550,15.5,6437.603149414063,10.72238036242426,3.5882037705275502,3.2745045980154406
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,26,1612,16.12,5152.990722656251,8.5827481517547,3.210293046641148,2.9296327673882097
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,27,1674,16.740000000000002,4699.241027832032,7.8269891053645795,3.0656943839306723,2.79767566121675
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,28,1736,17.36,4638.283996582032,7.725459939981627,3.045745884535357,2.779471161926604
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,29,1798,17.98,4583.283996582032,7.633852721231739,3.0276340586609973,2.7629427647404747
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,30,1860,18.6,3244.2251586914067,5.403535341565999,2.5472436705943178,2.3245505676508733
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,31,1922,19.22,2462.238922119141,4.101070173691885,2.2191164557630323,2.0251099164469775
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,32,1984,19.84,2211.373901367188,3.683232958551538,2.103033000866695,1.919175072407814
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,33,2046,20.46,2384.447174072266,3.971501343141591,2.1837798305105145,1.992862600166301
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,34,2108,21.080000000000002,2466.216735839844,4.107695563722044,2.2209082537735974,2.026745066287826
falling-block-water,flip,3,0.05,32,0,falling-block-water_flip_ppc3_coefpic0p05_t32_r0,35,2170,21.7,2361.161804199219,3.932717561839187,2.173090796169925,1.9831080560169145
